rate_date,currency_code,rate_to_usd,source
2026-08-31,EUR,1.08405431,ECB
2026-09-01,EUR,1.08684355,ECB
2026-09-02,EUR,1.08632207,ECB
2026-09-03,EUR,1.0862601,ECB
2026-09-04,EUR,1.08299307,ECB
2026-09-05,EUR,1.08293292,ECB
2026-09-06,EUR,1.08199513,ECB
2026-09-07,EUR,1.08304267,ECB
2026-09-08,EUR,1.08035489,ECB
2026-09-09,EUR,1.08203813,ECB
2026-09-10,EUR,1.08701357,ECB
2026-09-11,EUR,1.0866589,ECB
2026-09-12,EUR,1.08796847,ECB
2026-09-13,EUR,1.09022104,ECB
2026-09-14,EUR,1.08890878,ECB
2025-09-14,GBP,1.27085379,ECB
2025-09-15,GBP,1.2709018,ECB
2025-09-16,GBP,1.27127421,ECB
2025-09-17,GBP,1.26832609,ECB
2025-09-18,GBP,1.26841935,ECB
2025-09-19,GBP,1.27031436,ECB
2025-09-20,GBP,1.27584459,ECB
2025-09-21,GBP,1.27951623,ECB
2025-09-22,GBP,1.28778133,ECB
2025-09-23,GBP,1.2848168,ECB
2025-09-24,GBP,1.28817911,ECB
2025-09-25,GBP,1.28888765,ECB
2025-09-26,GBP,1.29735488,ECB
2025-09-27,GBP,1.29420893,ECB
2025-09-28,GBP,1.2909486,ECB
2025-09-29,GBP,1.28862725,ECB
2025-09-30,GBP,1.28041652,ECB
2025-10-01,GBP,1.27839696,ECB
2025-10-02,GBP,1.27548554,ECB
2025-10-03,GBP,1.27606102,ECB
2025-10-04,GBP,1.27736932,ECB
2025-10-05,GBP,1.28455901,ECB
2025-10-06,GBP,1.28822164,ECB
2025-10-07,GBP,1.2859921,ECB
2025-10-08,GBP,1.28252603,ECB
2025-10-09,GBP,1.28441873,ECB
2025-10-10,GBP,1.27933153,ECB
2025-10-11,GBP,1.28636066,ECB
2025-10-12,GBP,1.29091222,ECB
2025-10-13,GBP,1.28909523,ECB
2025-10-14,GBP,1.28247005,ECB
2025-10-15,GBP,1.28767895,ECB
2025-10-16,GBP,1.28723648,ECB
2025-10-17,GBP,1.29201656,ECB
2025-10-18,GBP,1.28583648,ECB
2025-10-19,GBP,1.28352439,ECB
2025-10-20,GBP,1.28354458,ECB
2025-10-21,GBP,1.28372548,ECB
2025-10-22,GBP,1.2819922,ECB
2025-10-23,GBP,1.28438767,ECB
2025-10-24,GBP,1.28027395,ECB
2025-10-25,GBP,1.2797271,ECB
2025-10-26,GBP,1.28018894,ECB
2025-10-27,GBP,1.28216467,ECB
2025-10-28,GBP,1.28490189,ECB
2025-10-29,GBP,1.28056673,ECB
2025-10-30,GBP,1.27467312,ECB
2025-10-31,GBP,1.27955898,ECB
2025-11-01,GBP,1.28083463,ECB
2025-11-02,GBP,1.27795857,ECB
2025-11-03,GBP,1.28390549,ECB
2025-11-04,GBP,1.28435104,ECB
2025-11-05,GBP,1.28889493,ECB
2025-11-06,GBP,1.28915601,ECB
2025-11-07,GBP,1.29712588,ECB
2025-11-08,GBP,1.30395658,ECB
2025-11-09,GBP,1.30298266,ECB
2025-11-10,GBP,1.30678048,ECB
2025-11-11,GBP,1.30931058,ECB
2025-11-12,GBP,1.31468647,ECB
2025-11-13,GBP,1.31088075,ECB
2025-11-14,GBP,1.31357875,ECB
2025-11-15,GBP,1.31774972,ECB
2025-11-16,GBP,1.31079698,ECB
2025-11-17,GBP,1.30614395,ECB
2025-11-18,GBP,1.29815335,ECB
2025-11-19,GBP,1.29710416,ECB
2025-11-20,GBP,1.29989634,ECB
2025-11-21,GBP,1.30575507,ECB
2025-11-22,GBP,1.30604532,ECB
2025-11-23,GBP,1.31242645,ECB
2025-11-24,GBP,1.30699261,ECB
2025-11-25,GBP,1.30031368,ECB
2025-11-26,GBP,1.300097,ECB
2025-11-27,GBP,1.30159496,ECB
2025-11-28,GBP,1.3014673,ECB
2025-11-29,GBP,1.29339517,ECB
2025-11-30,GBP,1.29304937,ECB
2025-12-01,GBP,1.28798914,ECB
2025-12-02,GBP,1.29057673,ECB
2025-12-03,GBP,1.2919961,ECB
2025-12-04,GBP,1.28835314,ECB
2025-12-05,GBP,1.28636701,ECB
2025-12-06,GBP,1.2822794,ECB
2025-12-07,GBP,1.28203828,ECB
2025-12-08,GBP,1.28571187,ECB
2025-12-09,GBP,1.28190979,ECB
2025-12-10,GBP,1.28384822,ECB
2025-12-11,GBP,1.28180591,ECB
2025-12-12,GBP,1.27875698,ECB
2025-12-13,GBP,1.27834638,ECB
2025-12-14,GBP,1.27437619,ECB
2025-12-15,GBP,1.27225952,ECB
2025-12-16,GBP,1.26768748,ECB
2025-12-17,GBP,1.27515945,ECB
2025-12-18,GBP,1.27529435,ECB
2025-12-19,GBP,1.27261728,ECB
2025-12-20,GBP,1.27343423,ECB
2025-12-21,GBP,1.2730051,ECB
2025-12-22,GBP,1.27216122,ECB
2025-12-23,GBP,1.27450517,ECB
2025-12-24,GBP,1.27740151,ECB
2025-12-25,GBP,1.27536853,ECB
2025-12-26,GBP,1.27316538,ECB
2025-12-27,GBP,1.27211483,ECB
2025-12-28,GBP,1.2633299,ECB
2025-12-29,GBP,1.25758734,ECB
2025-12-30,GBP,1.26274423,ECB
2025-12-31,GBP,1.26897575,ECB
2026-01-01,GBP,1.26802769,ECB
2026-01-02,GBP,1.27022096,ECB
2026-01-03,GBP,1.27140703,ECB
2026-01-04,GBP,1.28315056,ECB
2026-01-05,GBP,1.28746031,ECB
2026-01-06,GBP,1.28696625,ECB
2026-01-07,GBP,1.283277,ECB
2026-01-08,GBP,1.27709246,ECB
2026-01-09,GBP,1.27787198,ECB
2026-01-10,GBP,1.27497242,ECB
2026-01-11,GBP,1.26953242,ECB
2026-01-12,GBP,1.26706988,ECB
2026-01-13,GBP,1.26295869,ECB
2026-01-14,GBP,1.26935106,ECB
2026-01-15,GBP,1.2727084,ECB
2026-01-16,GBP,1.27267796,ECB
2026-01-17,GBP,1.27832843,ECB
2026-01-18,GBP,1.27862514,ECB
2026-01-19,GBP,1.27532136,ECB
2026-01-20,GBP,1.28114878,ECB
2026-01-21,GBP,1.28322005,ECB
2026-01-22,GBP,1.279227,ECB
2026-01-23,GBP,1.27849655,ECB
2026-01-24,GBP,1.27513812,ECB
2026-01-25,GBP,1.26984834,ECB
2026-01-26,GBP,1.27337665,ECB
2026-01-27,GBP,1.28067087,ECB
2026-01-28,GBP,1.27529756,ECB
2026-01-29,GBP,1.27745142,ECB
2026-01-30,GBP,1.27495793,ECB
2026-01-31,GBP,1.27309473,ECB
2026-02-01,GBP,1.27083221,ECB
2026-02-02,GBP,1.26753825,ECB
2026-02-03,GBP,1.26772276,ECB
2026-02-04,GBP,1.26456252,ECB
2026-02-05,GBP,1.26558854,ECB
2026-02-06,GBP,1.2653978,ECB
2026-02-07,GBP,1.26449071,ECB
2026-02-08,GBP,1.26104789,ECB
2026-02-09,GBP,1.25886588,ECB
2026-02-10,GBP,1.26171869,ECB
2026-02-11,GBP,1.26361474,ECB
2026-02-12,GBP,1.25990898,ECB
2026-02-13,GBP,1.26028443,ECB
2026-02-14,GBP,1.26312532,ECB
2026-02-15,GBP,1.25679931,ECB
2026-02-16,GBP,1.258848,ECB
2026-02-17,GBP,1.25634557,ECB
2026-02-18,GBP,1.25849618,ECB
2026-02-19,GBP,1.2556145,ECB
2026-02-20,GBP,1.24881579,ECB
2026-02-21,GBP,1.24271829,ECB
2026-02-22,GBP,1.24289756,ECB
2026-02-23,GBP,1.24386598,ECB
2026-02-24,GBP,1.24049144,ECB
2026-02-25,GBP,1.24286794,ECB
2026-02-26,GBP,1.23667279,ECB
2026-02-27,GBP,1.23642763,ECB
2026-02-28,GBP,1.23193563,ECB
2026-03-01,GBP,1.22952657,ECB
2026-03-02,GBP,1.22970141,ECB
2026-03-03,GBP,1.22652725,ECB
2026-03-04,GBP,1.22511225,ECB
2026-03-05,GBP,1.22881071,ECB
2026-03-06,GBP,1.22668404,ECB
2026-03-07,GBP,1.22975943,ECB
2026-03-08,GBP,1.22559163,ECB
2026-03-09,GBP,1.2275396,ECB
2026-03-10,GBP,1.23284835,ECB
2026-03-11,GBP,1.22370686,ECB
2026-03-12,GBP,1.22078136,ECB
2026-03-13,GBP,1.2228948,ECB
2026-03-14,GBP,1.22214989,ECB
2026-03-15,GBP,1.22351067,ECB
2026-03-16,GBP,1.22129373,ECB
2026-03-17,GBP,1.22161098,ECB
2026-03-18,GBP,1.22104045,ECB
2026-03-19,GBP,1.22531818,ECB
2026-03-20,GBP,1.22625342,ECB
2026-03-21,GBP,1.22749538,ECB
2026-03-22,GBP,1.22597865,ECB
2026-03-23,GBP,1.22418526,ECB
2026-03-24,GBP,1.22259667,ECB
2026-03-25,GBP,1.22404343,ECB
2026-03-26,GBP,1.22249752,ECB
2026-03-27,GBP,1.22356027,ECB
2026-03-28,GBP,1.23117841,ECB
2026-03-29,GBP,1.23439594,ECB
2026-03-30,GBP,1.23318861,ECB
2026-03-31,GBP,1.23763258,ECB
2026-04-01,GBP,1.23611744,ECB
2026-04-02,GBP,1.22855935,ECB
2026-04-03,GBP,1.22484387,ECB
2026-04-04,GBP,1.21796959,ECB
2026-04-05,GBP,1.21668519,ECB
2026-04-06,GBP,1.21675242,ECB
2026-04-07,GBP,1.22287184,ECB
2026-04-08,GBP,1.22407122,ECB
2026-04-09,GBP,1.22326663,ECB
2026-04-10,GBP,1.22631038,ECB
2026-04-11,GBP,1.21817577,ECB
2026-04-12,GBP,1.21903683,ECB
2026-04-13,GBP,1.22185597,ECB
2026-04-14,GBP,1.21643611,ECB
2026-04-15,GBP,1.22061002,ECB
2026-04-16,GBP,1.22184954,ECB
2026-04-17,GBP,1.22032728,ECB
2026-04-18,GBP,1.22264388,ECB
2026-04-19,GBP,1.23097263,ECB
2026-04-20,GBP,1.23164425,ECB
2026-04-21,GBP,1.2325614,ECB
2026-04-22,GBP,1.23086283,ECB
2026-04-23,GBP,1.22772471,ECB
2026-04-24,GBP,1.23078298,ECB
2026-04-25,GBP,1.22762202,ECB
2026-04-26,GBP,1.22788559,ECB
2026-04-27,GBP,1.22612606,ECB
2026-04-28,GBP,1.22788793,ECB
2026-04-29,GBP,1.22911703,ECB
2026-04-30,GBP,1.2329428,ECB
2026-05-01,GBP,1.23105634,ECB
2026-05-02,GBP,1.23005965,ECB
2026-05-03,GBP,1.22644783,ECB
2026-05-04,GBP,1.22481313,ECB
2026-05-05,GBP,1.22619949,ECB
2026-05-06,GBP,1.22898415,ECB
2026-05-07,GBP,1.22558417,ECB
2026-05-08,GBP,1.2287815,ECB
2026-05-09,GBP,1.23377884,ECB
2026-05-10,GBP,1.23530911,ECB
2026-05-11,GBP,1.24226438,ECB
2026-05-12,GBP,1.23938062,ECB
2026-05-13,GBP,1.23475282,ECB
2026-05-14,GBP,1.22816398,ECB
2026-05-15,GBP,1.23367614,ECB
2026-05-16,GBP,1.23609797,ECB
2026-05-17,GBP,1.23589185,ECB
2026-05-18,GBP,1.23692988,ECB
2026-05-19,GBP,1.23275343,ECB
2026-05-20,GBP,1.24179845,ECB
2026-05-21,GBP,1.24227985,ECB
2026-05-22,GBP,1.24268755,ECB
2026-05-23,GBP,1.24539325,ECB
2026-05-24,GBP,1.24719039,ECB
2026-05-25,GBP,1.24802807,ECB
2026-05-26,GBP,1.24506846,ECB
2026-05-27,GBP,1.2468295,ECB
2026-05-28,GBP,1.25386919,ECB
2026-05-29,GBP,1.25893013,ECB
2026-05-30,GBP,1.26494726,ECB
2026-05-31,GBP,1.26300728,ECB
2026-06-01,GBP,1.25925764,ECB
2026-06-02,GBP,1.25878245,ECB
2026-06-03,GBP,1.25899289,ECB
2026-06-04,GBP,1.26312562,ECB
2026-06-05,GBP,1.25671224,ECB
2026-06-06,GBP,1.26247885,ECB
2026-06-07,GBP,1.26188041,ECB
2026-06-08,GBP,1.26026439,ECB
2026-06-09,GBP,1.25643783,ECB
2026-06-10,GBP,1.25020016,ECB
2026-06-11,GBP,1.25328754,ECB
2026-06-12,GBP,1.25356321,ECB
2026-06-13,GBP,1.24871206,ECB
2026-06-14,GBP,1.24386052,ECB
2026-06-15,GBP,1.24260751,ECB
2026-06-16,GBP,1.24882933,ECB
2026-06-17,GBP,1.24785678,ECB
2026-06-18,GBP,1.24222965,ECB
2026-06-19,GBP,1.24131385,ECB
2026-06-20,GBP,1.24029824,ECB
2026-06-21,GBP,1.23026341,ECB
2026-06-22,GBP,1.23006302,ECB
2026-06-23,GBP,1.22921082,ECB
2026-06-24,GBP,1.23177818,ECB
2026-06-25,GBP,1.23861069,ECB
2026-06-26,GBP,1.24279682,ECB
2026-06-27,GBP,1.24179429,ECB
2026-06-28,GBP,1.23767206,ECB
2026-06-29,GBP,1.24722699,ECB
2026-06-30,GBP,1.24744856,ECB
2026-07-01,GBP,1.24750069,ECB
2026-07-02,GBP,1.2474104,ECB
2026-07-03,GBP,1.24815168,ECB
2026-07-04,GBP,1.24761113,ECB
2026-07-05,GBP,1.24546401,ECB
2026-07-06,GBP,1.24342073,ECB
2026-07-07,GBP,1.24329855,ECB
2026-07-08,GBP,1.24127164,ECB
2026-07-09,GBP,1.23861713,ECB
2026-07-10,GBP,1.23901261,ECB
2026-07-11,GBP,1.23806485,ECB
2026-07-12,GBP,1.24365097,ECB
2026-07-13,GBP,1.23376033,ECB
2026-07-14,GBP,1.2378003,ECB
2026-07-15,GBP,1.24242752,ECB
2026-07-16,GBP,1.2346994,ECB
2026-07-17,GBP,1.23343006,ECB
2026-07-18,GBP,1.23205562,ECB
2026-07-19,GBP,1.22685322,ECB
2026-07-20,GBP,1.22399042,ECB
2026-07-21,GBP,1.21991242,ECB
2026-07-22,GBP,1.22632526,ECB
2026-07-23,GBP,1.2297676,ECB
2026-07-24,GBP,1.23445875,ECB
2026-07-25,GBP,1.23713138,ECB
2026-07-26,GBP,1.23294102,ECB
2026-07-27,GBP,1.23100091,ECB
2026-07-28,GBP,1.23280818,ECB
2026-07-29,GBP,1.22828823,ECB
2026-07-30,GBP,1.23091553,ECB
2026-07-31,GBP,1.23002807,ECB
2026-08-01,GBP,1.22864495,ECB
2026-08-02,GBP,1.2312655,ECB
2026-08-03,GBP,1.23290652,ECB
2026-08-04,GBP,1.23157141,ECB
2026-08-05,GBP,1.2358548,ECB
2026-08-06,GBP,1.23184669,ECB
2026-08-07,GBP,1.2341229,ECB
2026-08-08,GBP,1.23631878,ECB
2026-08-09,GBP,1.23517069,ECB
2026-08-10,GBP,1.23637918,ECB
2026-08-11,GBP,1.23173863,ECB
2026-08-12,GBP,1.2351531,ECB
2026-08-13,GBP,1.23446796,ECB
2026-08-14,GBP,1.2325321,ECB
2026-08-15,GBP,1.23641092,ECB
2026-08-16,GBP,1.23379834,ECB
2026-08-17,GBP,1.22858507,ECB
2026-08-18,GBP,1.22284772,ECB
2026-08-19,GBP,1.22507089,ECB
2026-08-20,GBP,1.22036504,ECB
2026-08-21,GBP,1.22678951,ECB
2026-08-22,GBP,1.21912724,ECB
2026-08-23,GBP,1.22533183,ECB
2026-08-24,GBP,1.22610753,ECB
2026-08-25,GBP,1.22575179,ECB
2026-08-26,GBP,1.22374798,ECB
2026-08-27,GBP,1.2252133,ECB
2026-08-28,GBP,1.22507497,ECB
2026-08-29,GBP,1.22912986,ECB
2026-08-30,GBP,1.22955106,ECB
2026-08-31,GBP,1.23010547,ECB
2026-09-01,GBP,1.22876362,ECB
2026-09-02,GBP,1.22855371,ECB
2026-09-03,GBP,1.22968816,ECB
2026-09-04,GBP,1.22337924,ECB
2026-09-05,GBP,1.21843121,ECB
2026-09-06,GBP,1.22114806,ECB
2026-09-07,GBP,1.22177402,ECB
2026-09-08,GBP,1.22109966,ECB
2026-09-09,GBP,1.22116719,ECB
2026-09-10,GBP,1.22244055,ECB
2026-09-11,GBP,1.22046108,ECB
2026-09-12,GBP,1.21761141,ECB
2026-09-13,GBP,1.2183268,ECB
2026-09-14,GBP,1.21475087,ECB
2025-09-14,CAD,0.74090632,ECB
2025-09-15,CAD,0.73712196,ECB
2025-09-16,CAD,0.7393978,ECB
2025-09-17,CAD,0.74044611,ECB
2025-09-18,CAD,0.74101484,ECB
2025-09-19,CAD,0.7431994,ECB
2025-09-20,CAD,0.74691274,ECB
2025-09-21,CAD,0.74918568,ECB
2025-09-22,CAD,0.74504821,ECB
2025-09-23,CAD,0.74218817,ECB
2025-09-24,CAD,0.74079697,ECB
2025-09-25,CAD,0.74085496,ECB
2025-09-26,CAD,0.74200549,ECB
2025-09-27,CAD,0.74038997,ECB
2025-09-28,CAD,0.74080481,ECB
2025-09-29,CAD,0.73912604,ECB
2025-09-30,CAD,0.73777007,ECB
2025-10-01,CAD,0.73465669,ECB
2025-10-02,CAD,0.73262191,ECB
2025-10-03,CAD,0.72965109,ECB
2025-10-04,CAD,0.72751495,ECB
2025-10-05,CAD,0.72981457,ECB
2025-10-06,CAD,0.72773592,ECB
2025-10-07,CAD,0.73348295,ECB
2025-10-08,CAD,0.73456847,ECB
2025-10-09,CAD,0.7349758,ECB
2025-10-10,CAD,0.73308318,ECB
2025-10-11,CAD,0.73462334,ECB
2025-10-12,CAD,0.73335471,ECB
2025-10-13,CAD,0.73362314,ECB
2025-10-14,CAD,0.73925755,ECB
2025-10-15,CAD,0.73904451,ECB
2025-10-16,CAD,0.7415926,ECB
2025-10-17,CAD,0.74002819,ECB
2025-10-18,CAD,0.73995051,ECB
2025-10-19,CAD,0.74388143,ECB
2025-10-20,CAD,0.74248226,ECB
2025-10-21,CAD,0.74651939,ECB
2025-10-22,CAD,0.74810444,ECB
2025-10-23,CAD,0.74684209,ECB
2025-10-24,CAD,0.74825902,ECB
2025-10-25,CAD,0.75044219,ECB
2025-10-26,CAD,0.75184208,ECB
2025-10-27,CAD,0.7483004,ECB
2025-10-28,CAD,0.74666805,ECB
2025-10-29,CAD,0.74611361,ECB
2025-10-30,CAD,0.745947,ECB
2025-10-31,CAD,0.74733597,ECB
2025-11-01,CAD,0.74773437,ECB
2025-11-02,CAD,0.74473892,ECB
2025-11-03,CAD,0.74558837,ECB
2025-11-04,CAD,0.74695411,ECB
2025-11-05,CAD,0.74820852,ECB
2025-11-06,CAD,0.75063447,ECB
2025-11-07,CAD,0.75251238,ECB
2025-11-08,CAD,0.75354899,ECB
2025-11-09,CAD,0.75339037,ECB
2025-11-10,CAD,0.74963632,ECB
2025-11-11,CAD,0.75060249,ECB
2025-11-12,CAD,0.75107016,ECB
2025-11-13,CAD,0.75168209,ECB
2025-11-14,CAD,0.74880296,ECB
2025-11-15,CAD,0.74637447,ECB
2025-11-16,CAD,0.74873261,ECB
2025-11-17,CAD,0.74864376,ECB
2025-11-18,CAD,0.75017436,ECB
2025-11-19,CAD,0.75023809,ECB
2025-11-20,CAD,0.75030506,ECB
2025-11-21,CAD,0.75241706,ECB
2025-11-22,CAD,0.75125222,ECB
2025-11-23,CAD,0.75146885,ECB
2025-11-24,CAD,0.75042669,ECB
2025-11-25,CAD,0.74944852,ECB
2025-11-26,CAD,0.7487534,ECB
2025-11-27,CAD,0.74925237,ECB
2025-11-28,CAD,0.74817626,ECB
2025-11-29,CAD,0.75099484,ECB
2025-11-30,CAD,0.7489793,ECB
2025-12-01,CAD,0.74855941,ECB
2025-12-02,CAD,0.74757192,ECB
2025-12-03,CAD,0.75081708,ECB
2025-12-04,CAD,0.75125981,ECB
2025-12-05,CAD,0.75358536,ECB
2025-12-06,CAD,0.75022687,ECB
2025-12-07,CAD,0.75082791,ECB
2025-12-08,CAD,0.75283179,ECB
2025-12-09,CAD,0.75301763,ECB
2025-12-10,CAD,0.75542461,ECB
2025-12-11,CAD,0.75425229,ECB
2025-12-12,CAD,0.7574413,ECB
2025-12-13,CAD,0.76266514,ECB
2025-12-14,CAD,0.76183497,ECB
2025-12-15,CAD,0.76081677,ECB
2025-12-16,CAD,0.76413405,ECB
2025-12-17,CAD,0.76775506,ECB
2025-12-18,CAD,0.76655078,ECB
2025-12-19,CAD,0.76558449,ECB
2025-12-20,CAD,0.7649373,ECB
2025-12-21,CAD,0.76185204,ECB
2025-12-22,CAD,0.75975241,ECB
2025-12-23,CAD,0.75746372,ECB
2025-12-24,CAD,0.75571898,ECB
2025-12-25,CAD,0.75564034,ECB
2025-12-26,CAD,0.75617129,ECB
2025-12-27,CAD,0.75968862,ECB
2025-12-28,CAD,0.75741331,ECB
2025-12-29,CAD,0.75964992,ECB
2025-12-30,CAD,0.75916225,ECB
2025-12-31,CAD,0.7590496,ECB
2026-01-01,CAD,0.76058627,ECB
2026-01-02,CAD,0.75802448,ECB
2026-01-03,CAD,0.75889411,ECB
2026-01-04,CAD,0.75927307,ECB
2026-01-05,CAD,0.76039479,ECB
2026-01-06,CAD,0.76105443,ECB
2026-01-07,CAD,0.76666028,ECB
2026-01-08,CAD,0.76519349,ECB
2026-01-09,CAD,0.76397455,ECB
2026-01-10,CAD,0.76254636,ECB
2026-01-11,CAD,0.76127563,ECB
2026-01-12,CAD,0.75981994,ECB
2026-01-13,CAD,0.76253026,ECB
2026-01-14,CAD,0.76577979,ECB
2026-01-15,CAD,0.76446859,ECB
2026-01-16,CAD,0.76255967,ECB
2026-01-17,CAD,0.76363811,ECB
2026-01-18,CAD,0.76237302,ECB
2026-01-19,CAD,0.76382061,ECB
2026-01-20,CAD,0.7642856,ECB
2026-01-21,CAD,0.76081021,ECB
2026-01-22,CAD,0.76434229,ECB
2026-01-23,CAD,0.76846028,ECB
2026-01-24,CAD,0.76704757,ECB
2026-01-25,CAD,0.76615542,ECB
2026-01-26,CAD,0.76681247,ECB
2026-01-27,CAD,0.76758186,ECB
2026-01-28,CAD,0.76909832,ECB
2026-01-29,CAD,0.77373646,ECB
2026-01-30,CAD,0.77332573,ECB
2026-01-31,CAD,0.7714737,ECB
2026-02-01,CAD,0.76828137,ECB
2026-02-02,CAD,0.76659669,ECB
2026-02-03,CAD,0.76652051,ECB
2026-02-04,CAD,0.7706472,ECB
2026-02-05,CAD,0.76945051,ECB
2026-02-06,CAD,0.7699671,ECB
2026-02-07,CAD,0.76992916,ECB
2026-02-08,CAD,0.7726741,ECB
2026-02-09,CAD,0.77853158,ECB
2026-02-10,CAD,0.77729169,ECB
2026-02-11,CAD,0.77615038,ECB
2026-02-12,CAD,0.77858165,ECB
2026-02-13,CAD,0.78017438,ECB
2026-02-14,CAD,0.78449664,ECB
2026-02-15,CAD,0.78587091,ECB
2026-02-16,CAD,0.78502384,ECB
2026-02-17,CAD,0.78641487,ECB
2026-02-18,CAD,0.78903057,ECB
2026-02-19,CAD,0.79097273,ECB
2026-02-20,CAD,0.79217645,ECB
2026-02-21,CAD,0.79471143,ECB
2026-02-22,CAD,0.79749919,ECB
2026-02-23,CAD,0.800806,ECB
2026-02-24,CAD,0.80236448,ECB
2026-02-25,CAD,0.80196221,ECB
2026-02-26,CAD,0.80231518,ECB
2026-02-27,CAD,0.80521919,ECB
2026-02-28,CAD,0.80324575,ECB
2026-03-01,CAD,0.80413415,ECB
2026-03-02,CAD,0.80318526,ECB
2026-03-03,CAD,0.80325453,ECB
2026-03-04,CAD,0.80633529,ECB
2026-03-05,CAD,0.80679756,ECB
2026-03-06,CAD,0.80690996,ECB
2026-03-07,CAD,0.80361811,ECB
2026-03-08,CAD,0.80541722,ECB
2026-03-09,CAD,0.80697687,ECB
2026-03-10,CAD,0.81221396,ECB
2026-03-11,CAD,0.81146402,ECB
2026-03-12,CAD,0.81199751,ECB
2026-03-13,CAD,0.81260501,ECB
2026-03-14,CAD,0.81645055,ECB
2026-03-15,CAD,0.81621714,ECB
2026-03-16,CAD,0.81690037,ECB
2026-03-17,CAD,0.81839014,ECB
2026-03-18,CAD,0.8188483,ECB
2026-03-19,CAD,0.81775161,ECB
2026-03-20,CAD,0.81822776,ECB
2026-03-21,CAD,0.82086319,ECB
2026-03-22,CAD,0.8183353,ECB
2026-03-23,CAD,0.81866174,ECB
2026-03-24,CAD,0.81694226,ECB
2026-03-25,CAD,0.81987111,ECB
2026-03-26,CAD,0.81612466,ECB
2026-03-27,CAD,0.81475621,ECB
2026-03-28,CAD,0.81567822,ECB
2026-03-29,CAD,0.81950911,ECB
2026-03-30,CAD,0.81934746,ECB
2026-03-31,CAD,0.81798276,ECB
2026-04-01,CAD,0.82259902,ECB
2026-04-02,CAD,0.81902561,ECB
2026-04-03,CAD,0.81362298,ECB
2026-04-04,CAD,0.814697,ECB
2026-04-05,CAD,0.81346993,ECB
2026-04-06,CAD,0.8109777,ECB
2026-04-07,CAD,0.81270109,ECB
2026-04-08,CAD,0.8132955,ECB
2026-04-09,CAD,0.81191921,ECB
2026-04-10,CAD,0.8088007,ECB
2026-04-11,CAD,0.81091763,ECB
2026-04-12,CAD,0.81249941,ECB
2026-04-13,CAD,0.81225767,ECB
2026-04-14,CAD,0.8167575,ECB
2026-04-15,CAD,0.81413551,ECB
2026-04-16,CAD,0.81040955,ECB
2026-04-17,CAD,0.80872737,ECB
2026-04-18,CAD,0.80861677,ECB
2026-04-19,CAD,0.80920707,ECB
2026-04-20,CAD,0.80862144,ECB
2026-04-21,CAD,0.80947548,ECB
2026-04-22,CAD,0.80643621,ECB
2026-04-23,CAD,0.80992912,ECB
2026-04-24,CAD,0.80972951,ECB
2026-04-25,CAD,0.81244363,ECB
2026-04-26,CAD,0.81327897,ECB
2026-04-27,CAD,0.81439337,ECB
2026-04-28,CAD,0.81578542,ECB
2026-04-29,CAD,0.81688112,ECB
2026-04-30,CAD,0.8184562,ECB
2026-05-01,CAD,0.82171976,ECB
2026-05-02,CAD,0.82220422,ECB
2026-05-03,CAD,0.82395306,ECB
2026-05-04,CAD,0.82373124,ECB
2026-05-05,CAD,0.82729005,ECB
2026-05-06,CAD,0.82561133,ECB
2026-05-07,CAD,0.83007196,ECB
2026-05-08,CAD,0.82997196,ECB
2026-05-09,CAD,0.82640945,ECB
2026-05-10,CAD,0.82672705,ECB
2026-05-11,CAD,0.82503792,ECB
2026-05-12,CAD,0.82711861,ECB
2026-05-13,CAD,0.82549922,ECB
2026-05-14,CAD,0.82439424,ECB
2026-05-15,CAD,0.81972106,ECB
2026-05-16,CAD,0.81860877,ECB
2026-05-17,CAD,0.81265614,ECB
2026-05-18,CAD,0.80879464,ECB
2026-05-19,CAD,0.81063969,ECB
2026-05-20,CAD,0.8125507,ECB
2026-05-21,CAD,0.81358781,ECB
2026-05-22,CAD,0.81122765,ECB
2026-05-23,CAD,0.81111154,ECB
2026-05-24,CAD,0.81110277,ECB
2026-05-25,CAD,0.80828412,ECB
2026-05-26,CAD,0.81192963,ECB
2026-05-27,CAD,0.8140667,ECB
2026-05-28,CAD,0.81352707,ECB
2026-05-29,CAD,0.81359268,ECB
2026-05-30,CAD,0.8141013,ECB
2026-05-31,CAD,0.80911476,ECB
2026-06-01,CAD,0.80851478,ECB
2026-06-02,CAD,0.80686059,ECB
2026-06-03,CAD,0.80443609,ECB
2026-06-04,CAD,0.80375771,ECB
2026-06-05,CAD,0.80809242,ECB
2026-06-06,CAD,0.809646,ECB
2026-06-07,CAD,0.80825864,ECB
2026-06-08,CAD,0.80964703,ECB
2026-06-09,CAD,0.81304598,ECB
2026-06-10,CAD,0.81530129,ECB
2026-06-11,CAD,0.81544714,ECB
2026-06-12,CAD,0.81386451,ECB
2026-06-13,CAD,0.81556929,ECB
2026-06-14,CAD,0.81653203,ECB
2026-06-15,CAD,0.8187249,ECB
2026-06-16,CAD,0.82028499,ECB
2026-06-17,CAD,0.82286779,ECB
2026-06-18,CAD,0.8215465,ECB
2026-06-19,CAD,0.8247934,ECB
2026-06-20,CAD,0.82528234,ECB
2026-06-21,CAD,0.83042037,ECB
2026-06-22,CAD,0.82870342,ECB
2026-06-23,CAD,0.83301922,ECB
2026-06-24,CAD,0.83351381,ECB
2026-06-25,CAD,0.83188491,ECB
