audit_id,event_type,table_name,record_id,user_id,user_role,ip_address,query_hash,created_at
aud_1a51f8452b8b40e2,SELECT,payment_methods,,u_carol,compliance,192.168.252.212,667ce7e7eb884396,2026-04-04T05:18:28Z
aud_d37297127f3442af,EXPORT,refunds,,u_carol,compliance,172.31.197.83,272cb9cfe35c49f0,2026-04-19T15:48:14Z
aud_da529528018e4180,SELECT,transactions,,u_carol,compliance,192.168.107.13,d5a37323d81046e7,2026-03-23T02:48:50Z
aud_53b65421233140d9,SELECT,transactions,,u_eve,readonly,10.202.203.206,bbe3e853b76a4a15,2025-09-17T15:20:31Z
aud_9ded4e570d0d44a6,SELECT,payment_methods,,u_bob,data_engineer,10.252.239.13,aeda60c8befb41bf,2026-08-21T13:42:24Z
aud_6c692d7c74b2434f,LOGIN_FAILED,,,u_eve,readonly,10.89.222.234,dd257ee3619a41f8,2026-07-31T19:46:57Z
aud_52374361a5594808,SELECT,merchants,,svc_scoring,service,10.33.78.37,f0517786fcfd4721,2026-09-04T14:27:57Z
aud_41e30d066c5d4216,INSERT,transactions,,u_dave,admin,10.116.183.217,d8a0574011c44635,2025-12-01T00:40:31Z
aud_353d6a7cfc494540,LOGIN,,,svc_scoring,service,192.168.140.116,beb2ce46b3cb4d9c,2026-01-22T06:00:06Z
aud_6d43a8d1614a4694,SELECT,merchants,,svc_scoring,service,10.11.214.14,6dcf73ebb4d34074,2025-10-18T02:09:22Z
aud_63823da439484bfe,SELECT,transactions,,u_carol,compliance,192.168.129.126,1730a70ae835479a,2026-01-18T23:59:44Z
aud_4db93ef436d74742,INSERT,transactions,,u_carol,compliance,192.168.232.105,8235a8c22e364d5c,2026-01-19T23:29:06Z
aud_665f3c597d4d4838,SELECT,payment_methods,,u_bob,data_engineer,10.26.141.194,65a69a0df7144766,2026-02-03T20:52:37Z
aud_68d6d44d8b09479d,LOGIN_FAILED,,,svc_scoring,service,172.29.5.32,fd2480955f7c41fd,2026-07-29T04:29:50Z
aud_fc3967b503ed4328,INSERT,merchants,,u_dave,admin,172.30.238.71,498eb03e787647b4,2026-04-06T09:24:31Z
aud_2ca131176ed3416c,SELECT,customers,cus_85e7251bdab744cd,u_alice,analyst,172.17.100.16,040485d323da4465,2025-10-02T11:17:50Z
aud_712e91eeb1ac453c,EXPORT,transactions,,u_alice,analyst,192.168.142.77,a2c42849bb7c428a,2026-08-09T11:24:52Z
aud_1bafdd62acd9440d,UPDATE,payment_methods,,u_bob,data_engineer,172.26.30.167,15c5f7a34d344fc7,2025-10-27T01:24:46Z
aud_9109674f9294444c,EXPORT,merchants,,u_carol,compliance,10.171.94.143,9dcb7f25c2c1454b,2025-09-28T08:29:53Z
aud_2142295ddbe041b7,SELECT,transactions,,u_carol,compliance,10.12.253.140,14e89af1abb34073,2026-04-08T05:05:51Z
aud_3fc64348e7784f3e,UPDATE,customers,cus_43301b4d4a0a4804,u_alice,analyst,192.168.216.254,9c1af939c9144161,2025-10-08T01:03:01Z
aud_4ef3c2432e0a4a05,DELETE,transactions,,svc_scoring,service,10.100.205.9,f7aa710a659c49cc,2026-03-19T07:53:42Z
aud_8a98c06b177f4839,SELECT,transactions,,u_alice,analyst,10.32.45.26,160c169ad1564e42,2026-08-08T17:40:42Z
aud_2e80adaba518472f,INSERT,refunds,,svc_scoring,service,192.168.14.69,8f7d475983fc4f82,2026-01-27T23:01:34Z
aud_2972667187e44882,SELECT,transactions,,u_dave,admin,172.16.196.204,f777dba86a1b4eea,2026-01-21T04:37:54Z
aud_0f7c5aea714b44cb,LOGIN,,,svc_scoring,service,192.168.171.41,70021de6093749c1,2026-07-26T00:33:40Z
aud_97a2af306e324cf1,SELECT,disputes,,u_dave,admin,172.31.39.137,14e5b73afc934f02,2026-08-16T05:52:04Z
aud_350e7cf0dd51425f,INSERT,merchants,,svc_scoring,service,10.27.222.159,819712909a784ff7,2026-03-08T08:44:01Z
aud_9f844b12db874fbc,SELECT,transactions,,svc_scoring,service,172.23.147.103,d4c2b104c50a4328,2025-11-18T18:32:02Z
aud_eb5b727bbbcc46c2,INSERT,transactions,,u_bob,data_engineer,10.224.134.239,8967958f620e486f,2026-01-23T16:12:37Z
aud_510c7456793d47d4,LOGIN_FAILED,,,u_eve,readonly,10.63.233.62,e3b17fb558b941d6,2026-01-01T06:40:20Z
aud_fea7cb7bdba7485f,INSERT,payment_methods,,svc_scoring,service,10.17.18.108,a0b1048615ba4825,2026-02-25T13:28:43Z
aud_8929ae02ca36418c,LOGIN,,,u_carol,compliance,172.18.20.182,48f6ae75e1704790,2026-01-15T22:11:16Z
aud_3b5ac3d2c39f4d6e,LOGIN,,,u_eve,readonly,10.226.67.33,f18e915e0079460a,2026-01-04T13:08:31Z
aud_91ee323eb1674b8c,INSERT,transactions,,u_bob,data_engineer,10.221.26.0,d5680a53309f4b95,2026-05-11T06:56:36Z
aud_f1bad3486dfb4ef9,ERASURE,merchants,,u_alice,analyst,10.28.144.128,3e87e7349dc04996,2026-02-27T22:43:56Z
aud_7fa04b8a75a64dd0,SELECT,refunds,,u_carol,compliance,192.168.195.78,54f8b40910a9452e,2025-09-17T02:48:28Z
aud_bc84cc0b64e14320,SELECT,merchants,,u_alice,analyst,172.29.39.203,59992e5857e741c2,2026-02-06T08:28:06Z
aud_4f817d46be864ed2,SELECT,payment_methods,,u_eve,readonly,10.5.110.56,cfc68b2499bf4ae8,2025-12-13T19:42:53Z
aud_0ae65a5ecc2048cb,EXPORT,transactions,,u_alice,analyst,172.29.179.10,52d441ff52814f5c,2026-08-21T10:10:50Z
aud_c3259a0e773d47c6,LOGIN,,,u_alice,analyst,192.168.173.226,5082e773b2984f87,2026-08-17T23:21:04Z
aud_93b29a4f1e834bda,SELECT,transactions,,u_carol,compliance,192.168.13.76,db4f174f1b664343,2026-01-24T16:51:30Z
aud_ed1c2d04f1154565,SELECT,transactions,,u_dave,admin,172.22.40.206,f81ecaa9a2544557,2026-05-18T12:31:07Z
aud_b6ae66f0f5324e8a,INSERT,transactions,,u_dave,admin,10.34.149.48,11e0c028d2414577,2025-10-23T15:59:37Z
aud_d63d62d72ed44406,SELECT,refunds,,u_carol,compliance,192.168.99.33,da55b30dac9440ab,2026-04-06T11:53:53Z
aud_c1525b9350f64c5a,SELECT,customers,cus_9a537b39999f4cb9,svc_scoring,service,192.168.131.55,cb6161c6825c4bdc,2026-03-24T05:28:51Z
aud_75fb0563412740bb,INSERT,refunds,,u_bob,data_engineer,172.30.58.92,1f370ef6755744e7,2026-09-13T10:43:23Z
aud_3a13542c01d54143,SELECT,refunds,,u_bob,data_engineer,10.22.144.114,4a656bd0406a47a2,2026-07-18T00:53:23Z
aud_0f43ba4cf0994818,UPDATE,transactions,,u_dave,admin,10.223.39.124,204d9c4f8f1048e8,2026-02-22T04:31:37Z
aud_2bebe3d7940447fd,DELETE,transactions,,u_bob,data_engineer,192.168.183.42,8c4e151455a2452e,2026-08-09T05:25:56Z
aud_a6ecb3cf461c4c91,ERASURE,payment_methods,,svc_scoring,service,172.20.168.245,d7e138bf867e47e2,2026-09-06T16:25:53Z
aud_c800f9b556eb4ce6,SELECT,refunds,,u_carol,compliance,10.175.144.161,72187574eb0b4ddc,2025-10-11T17:08:20Z
aud_a4b73f5acec14941,SELECT,merchants,,svc_scoring,service,172.16.66.52,2638addbf39948c3,2026-06-16T11:28:28Z
aud_5f6cc631831d4b3c,LOGIN,,,svc_scoring,service,192.168.74.9,b172aa4a7a9c42ae,2025-10-25T19:10:52Z
aud_1f9346f61a22427f,SELECT,merchants,,u_eve,readonly,10.27.245.124,b8bf4787c85b44b7,2025-11-02T17:38:31Z
aud_14315d041c2b4f74,INSERT,refunds,,u_bob,data_engineer,172.22.105.114,8d5073bbd4e14fdc,2026-05-23T05:41:51Z
aud_f1fb2568cf61463e,INSERT,payment_methods,,u_alice,analyst,192.168.35.5,9bafb445bce84c11,2025-10-07T14:15:31Z
aud_66e968ddf6534c1b,DELETE,refunds,,u_dave,admin,172.31.57.35,4f0b24360e954627,2026-04-04T11:25:07Z
aud_f0b84bf6bc6a4c6c,SELECT,customers,cus_0d1d5a9c932f4685,u_bob,data_engineer,192.168.239.79,476756eb7d414d7c,2026-06-20T08:29:00Z
aud_2d1decabcea242f6,INSERT,transactions,,svc_scoring,service,192.168.171.219,9c504bbb211c4831,2025-11-17T18:56:45Z
aud_cb9d927f0acd4be5,SELECT,payment_methods,,u_dave,admin,192.168.168.64,889526ce0f504028,2026-05-31T00:11:55Z
aud_72b325cf2b3e46ba,SELECT,transactions,,u_dave,admin,10.21.154.53,76f1b8047489490f,2026-01-28T15:32:14Z
aud_e11d6cae6362462d,INSERT,transactions,,u_dave,admin,172.16.30.73,a769fd0da6bb4093,2026-02-02T17:38:06Z
aud_85740b8ece4c4107,INSERT,customers,cus_7ff17ee3f7194cce,svc_scoring,service,192.168.117.230,60dead3735264d17,2025-11-13T18:54:13Z
aud_c8a2910069164a27,EXPORT,transactions,,svc_scoring,service,172.23.166.11,a33d3cf54e2a441a,2026-05-12T22:21:38Z
aud_55eb5ef3c1bf42f9,INSERT,merchants,,u_alice,analyst,172.26.155.197,30f76250ab284e2b,2026-06-01T19:19:29Z
aud_cc7fb0d3333a4113,INSERT,refunds,,u_eve,readonly,192.168.204.245,92f6fcb3d2934f0b,2026-04-17T18:16:16Z
aud_f154e9f5e8c24b65,UPDATE,transactions,,u_bob,data_engineer,10.3.113.130,481a07a55c1c4346,2026-04-16T01:01:15Z
aud_a7bb9f7daa944077,UPDATE,disputes,,u_bob,data_engineer,172.27.115.206,ea4e8f2884f54844,2026-05-23T08:14:11Z
aud_b7fcb47b103a4f21,SELECT,customers,cus_a8b38ed4bb00478c,u_dave,admin,10.72.232.233,12b5f6fef77c4d28,2025-11-30T16:58:14Z
aud_daaab3c9f05542b8,LOGIN,,,u_dave,admin,172.27.132.96,f70faad3fa814512,2026-06-24T12:45:48Z
aud_8cec18bf4b84450f,EXPORT,payment_methods,,u_bob,data_engineer,10.101.243.110,5a4e85ef5be345eb,2025-11-25T23:30:45Z
aud_dc2ce36afbae4532,SELECT,transactions,,u_alice,analyst,10.112.25.144,81761309f8c04cfb,2026-04-26T15:13:58Z
aud_94b42badc52b4659,EXPORT,transactions,,svc_scoring,service,172.26.223.200,c90790d84f9a49e4,2026-02-21T16:02:41Z
aud_e5c623df241147d9,EXPORT,payment_methods,,u_bob,data_engineer,192.168.100.88,44147a1d3b3f49c7,2026-07-22T03:27:32Z
aud_8189039b5f5a47fb,UPDATE,customers,cus_e9c5082e87414e55,u_carol,compliance,10.134.9.39,8dc0cd6ac3e64617,2026-01-10T10:29:55Z
aud_402d5734c4e84038,INSERT,transactions,,u_bob,data_engineer,10.70.68.200,53300f0a34b448b0,2026-08-28T22:23:39Z
aud_b0ed9a9bd7f34e51,SELECT,transactions,,u_bob,data_engineer,172.19.141.14,9465d5d424144446,2025-12-18T15:35:09Z
aud_b15a4f30cf534257,LOGIN,,,svc_scoring,service,172.25.195.39,465adeb90ebb4904,2026-04-12T11:10:21Z
aud_199aa62e576d4df4,SELECT,refunds,,u_bob,data_engineer,172.27.234.75,313801ef953749b5,2025-12-27T07:02:13Z
aud_9686829c263a457c,SELECT,payment_methods,,u_dave,admin,192.168.222.16,f2831e876d2a472d,2026-03-13T12:12:42Z
aud_d842c6885d31436f,DELETE,customers,cus_bf12ad9e580648c0,u_eve,readonly,192.168.73.243,591d373100a14f11,2026-07-25T13:50:35Z
aud_0c03385db87f402b,SELECT,refunds,,u_dave,admin,10.98.36.12,51e801c5c1e84be7,2026-04-24T10:59:47Z
aud_b39a7c4fbc6b4787,SELECT,transactions,,u_carol,compliance,192.168.191.158,26071ea0cfa748b2,2026-07-26T13:20:47Z
aud_d4dfcbec95c8437f,INSERT,payment_methods,,u_dave,admin,172.23.211.89,25cd0d9f972b4954,2025-11-23T18:29:48Z
aud_4c5a9d373a464356,INSERT,merchants,,u_dave,admin,10.96.209.255,9175c3fc43084270,2026-04-28T19:35:37Z
aud_4d93093c02af4cb7,SELECT,customers,cus_4156ac2a14844103,u_dave,admin,192.168.76.16,ecb6891956964c45,2025-10-11T19:50:06Z
aud_b28cfaffd1994935,SELECT,transactions,,u_bob,data_engineer,172.24.246.92,1594f9d415f14360,2026-08-30T15:05:19Z
aud_da8339790fbd4a9e,INSERT,customers,cus_34a0de96bb754594,svc_scoring,service,10.250.92.251,80965681d70e4334,2026-06-20T19:51:18Z
aud_ac2646c583374fb3,SELECT,payment_methods,,u_alice,analyst,10.240.251.77,d0ba3fb6bad84e7a,2026-07-29T04:08:16Z
aud_2cf64d6c8eb14331,SELECT,disputes,,u_carol,compliance,192.168.85.185,c9368893f25d4f4d,2026-09-05T00:43:19Z
aud_e6d5de68220e4bf7,SELECT,transactions,,svc_scoring,service,192.168.191.159,4cd3ae2a48174297,2026-07-27T03:51:41Z
aud_ec1178878cb04714,LOGIN,,,u_eve,readonly,172.21.186.91,6428c3eecec742ea,2025-10-22T23:05:44Z
aud_46800d96dd43445e,LOGIN,,,u_bob,data_engineer,172.31.119.43,a256914fe8144e99,2026-02-15T22:01:08Z
aud_e63047d4cc22430f,LOGIN,,,u_eve,readonly,192.168.242.144,5ed9915bc68f4b08,2026-08-15T20:01:22Z
aud_f8fd8e542db4400a,INSERT,transactions,,u_alice,analyst,172.17.43.221,418e2f7d536b4fc6,2026-08-23T18:06:08Z
aud_49611a47cbef46a3,SELECT,customers,cus_f8a13dea00b34901,u_alice,analyst,10.103.239.174,a9b849ab114d416e,2026-07-26T13:59:35Z
aud_920778e5770d4589,LOGIN_FAILED,,,u_eve,readonly,172.28.171.54,600d8b78340e4580,2026-04-04T02:24:33Z
aud_14c24c34acda4aac,INSERT,customers,cus_eba8c6828321465a,svc_scoring,service,10.193.17.4,c4c1cd3c1df84757,2026-06-07T04:04:19Z
aud_89042890469648c4,UPDATE,payment_methods,,u_bob,data_engineer,192.168.191.138,6904f641ca044de5,2026-08-21T20:50:21Z
aud_5cc584913bf94c94,UPDATE,transactions,,u_carol,compliance,172.20.76.111,0888e57fa149476d,2025-12-15T15:34:50Z
aud_1d11205de4ba42f5,INSERT,refunds,,u_eve,readonly,10.180.1.161,1e759831852840bb,2026-07-21T20:49:58Z
