date_sk,merchant_sk,currency_code,transaction_count,succeeded_count,failed_count,total_amount,total_amount_usd,net_amount_usd,refund_count,dispute_count,fraud_count
20260302,28,USD,1,1,0,54.13,54.13,52.26,0,0,0
20260302,36,EUR,1,1,0,5.54,5.84,5.37,0,0,0
20260303,29,BRL,1,1,0,149.52,27.81,26.7,0,0,0
20260303,52,CAD,1,1,0,156.38,125.61,121.67,0,0,0
20260304,16,EUR,1,1,0,26.85,28.18,27.06,0,0,0
20260304,20,NGN,1,1,0,99983.73,68.64,66.35,0,0,0
20260304,32,EUR,1,1,0,30.3,31.8,30.58,0,0,0
20260305,2,NGN,1,1,0,66494.26,45.92,44.29,0,0,0
20260305,3,AUD,1,1,0,45.31,30.49,29.31,0,0,0
20260305,42,GBP,1,1,0,83.41,102.5,99.23,0,0,0
20260306,16,EUR,1,1,0,26.85,28.21,27.09,0,0,0
20260306,20,NGN,1,1,0,73627.95,50.77,49.0,0,0,0
20260306,21,SGD,1,1,0,177.61,135.07,130.85,0,0,0
20260306,30,SGD,1,1,0,161.59,122.89,119.03,0,0,0
20260306,33,USD,1,1,0,39.53,39.53,38.08,0,0,0
20260306,39,GBP,1,0,1,0.0,0.0,0.0,0,0,0
20260307,1,USD,1,1,0,136.28,136.28,-4.25,1,0,0
20260309,13,GBP,1,1,0,65.29,80.15,77.53,0,0,0
20260309,27,USD,1,1,0,87.63,87.63,84.79,0,0,0
20260309,32,EUR,1,1,0,30.3,31.94,30.71,0,0,0
20260310,7,EUR,1,1,0,42.12,44.59,43.0,0,0,0
20260310,42,GBP,1,1,0,83.41,102.83,99.55,0,0,0
20260311,31,EUR,1,1,0,141.35,149.51,144.87,0,0,0
20260312,20,NGN,1,1,0,50940.45,35.47,34.14,0,0,0
20260312,38,USD,1,1,0,116.54,116.54,112.86,0,0,0
20260312,47,BRL,1,1,0,425.21,80.42,77.79,0,0,0
20260313,24,EUR,1,1,0,75.98,81.18,78.53,0,0,0
20260314,24,EUR,1,1,0,110.59,117.85,114.13,0,0,0
20260315,21,SGD,1,1,0,169.0,129.28,-4.05,1,0,0
20260315,32,EUR,1,1,0,30.3,32.19,30.96,0,0,0
20260315,41,EUR,1,1,0,76.22,80.96,78.31,0,0,0
20260315,52,CAD,1,1,0,132.14,107.85,104.42,0,0,0
20260316,5,GBP,1,1,0,57.51,70.24,67.9,0,0,0
20260316,10,AUD,1,1,0,262.32,177.53,172.08,0,0,0
20260316,21,SGD,1,1,0,148.77,114.15,110.54,0,0,0
20260317,9,EUR,1,1,0,44.67,47.49,45.81,0,0,0
20260318,5,GBP,1,1,0,61.52,75.12,72.64,0,0,0
20260318,24,EUR,1,1,0,75.98,80.94,78.29,0,0,0
20260318,37,EUR,1,1,0,73.22,78.0,75.44,0,0,0
20260319,9,EUR,1,1,0,44.67,47.66,45.98,0,0,0
20260319,29,BRL,1,1,0,874.73,165.81,160.7,0,0,0
20260319,32,EUR,1,1,0,30.3,32.33,31.09,0,0,0
20260320,2,NGN,1,1,0,24992.08,17.25,16.45,0,1,0
20260320,29,BRL,1,0,1,0.0,0.0,0.0,0,0,0
20260320,30,SGD,1,1,0,29.43,22.9,21.94,0,0,0
20260320,41,EUR,1,1,0,80.21,85.55,82.77,0,0,0
20260322,13,GBP,1,1,0,24.6,30.16,28.99,0,0,0
20260322,21,SGD,1,1,0,22.43,17.44,16.63,0,0,0
20260323,12,JPY,1,1,0,4481.0,30.13,28.96,0,0,0
20260323,36,EUR,1,1,0,5.54,5.86,5.39,0,0,0
20260324,27,USD,1,0,1,0.0,0.0,0.0,0,0,0
20260324,29,BRL,1,1,0,149.52,27.84,26.73,0,0,0
20260324,42,GBP,1,1,0,83.41,101.98,98.72,0,0,0
20260324,51,NGN,1,1,0,16440.06,11.44,10.81,0,0,0
20260324,53,NGN,1,1,0,57443.4,39.97,38.51,0,0,0
20260326,3,AUD,1,1,0,201.32,135.6,131.37,0,0,0
20260326,10,AUD,1,1,0,123.44,83.14,80.43,0,0,0
20260326,13,GBP,1,1,0,134.9,164.91,159.83,0,0,0
20260327,9,EUR,1,1,0,44.67,47.24,45.57,0,0,0
20260327,11,JPY,1,1,0,5584.0,37.25,35.87,0,0,0
20260328,33,USD,1,1,0,83.47,83.47,80.75,0,0,0
20260329,32,EUR,1,1,0,30.3,32.0,30.77,0,0,0
20260330,10,AUD,1,1,0,240.3,159.48,154.56,0,0,0
20260330,18,CAD,1,1,0,226.5,185.58,179.9,0,0,0
20260330,38,USD,1,1,0,63.73,63.73,61.58,0,0,0
20260331,7,EUR,1,1,0,77.06,81.43,78.77,0,0,0
20260401,6,GBP,1,1,0,31.96,39.51,38.06,0,0,0
20260401,35,NGN,1,1,0,24663.69,17.07,16.27,0,0,0
20260402,5,GBP,1,1,0,112.37,138.05,133.75,0,0,0
20260402,8,EUR,1,1,0,15.7,16.55,15.77,0,0,0
20260402,15,GBP,1,1,0,6.73,8.27,7.73,0,0,0
20260402,29,BRL,1,1,0,149.52,28.23,27.11,0,0,0
20260402,39,GBP,1,1,0,91.76,112.73,109.16,0,0,0
20260402,41,EUR,1,1,0,76.22,80.35,77.72,0,0,0
20260402,47,BRL,1,1,0,495.99,93.63,90.61,0,0,0
20260403,16,EUR,1,1,0,26.85,28.35,27.23,0,0,0
20260403,27,USD,1,1,0,146.46,146.46,141.91,0,0,0
20260403,32,EUR,1,1,0,30.3,32.0,30.77,0,0,0
20260403,51,NGN,1,1,0,16440.06,11.39,10.76,0,0,0
20260404,3,AUD,1,1,0,243.09,159.76,154.83,0,0,0
20260404,9,EUR,1,1,0,104.83,111.06,107.54,0,0,0
20260404,18,CAD,1,0,1,0.0,0.0,0.0,0,0,0
20260404,42,GBP,1,1,0,83.41,101.59,98.34,0,0,0
20260405,16,EUR,1,1,0,26.85,28.54,27.41,0,0,0
20260405,20,NGN,2,2,0,123123.68,85.55,82.47,0,0,0
20260405,31,EUR,1,1,0,176.63,187.72,181.98,0,0,0
20260405,40,JPY,1,0,1,0.0,0.0,0.0,0,0,0
20260406,1,USD,1,1,0,136.28,136.28,132.03,0,0,0
20260406,6,GBP,1,1,0,58.59,71.29,68.92,0,0,0
20260406,22,NGN,1,1,0,23398.96,16.26,15.49,0,0,0
20260406,30,SGD,1,1,0,29.43,22.94,21.97,0,0,0
20260407,9,EUR,1,1,0,149.64,157.93,153.05,0,0,0
20260407,36,EUR,1,1,0,93.09,98.25,95.1,0,0,0
20260407,41,EUR,1,1,0,42.52,44.88,43.28,0,0,0
20260407,51,NGN,1,0,1,0.0,0.0,0.0,0,0,0
20260408,24,EUR,1,1,0,88.06,93.08,90.08,0,0,0
20260408,32,EUR,1,0,1,0.0,0.0,0.0,0,0,0
20260409,35,NGN,1,1,0,34578.87,24.01,23.01,0,0,0
20260409,38,USD,1,1,0,116.54,116.54,112.86,0,0,0
20260409,42,GBP,1,1,0,83.41,102.03,98.77,0,0,0
20260409,47,BRL,1,1,0,179.52,33.82,32.54,0,0,0
20260410,37,EUR,1,1,0,120.64,127.91,123.9,0,0,0
20260410,49,EUR,1,1,0,149.22,158.22,153.33,0,0,0
20260411,2,NGN,1,1,0,24992.08,17.3,16.5,0,0,0
20260411,15,GBP,1,0,1,0.0,0.0,0.0,0,0,0
20260411,20,NGN,1,1,0,50940.45,35.26,33.94,0,0,0
20260414,5,GBP,1,1,0,57.51,69.96,67.63,0,0,0
20260414,23,EUR,1,1,0,187.5,202.71,196.53,0,0,0
20260414,32,EUR,1,1,0,30.3,32.76,31.51,0,0,0
20260414,38,USD,1,1,0,39.4,39.4,37.96,0,0,0
20260414,41,EUR,1,1,0,76.22,82.4,79.71,0,0,0
20260415,20,NGN,1,1,0,121067.84,83.18,80.47,0,0,0
20260416,12,JPY,1,1,0,6609.0,44.53,42.94,0,0,0
20260417,19,NGN,1,1,0,57228.29,39.26,37.82,0,0,0
20260417,20,NGN,1,1,0,49495.73,33.96,32.68,0,0,0
20260417,24,EUR,1,1,0,75.98,82.41,79.72,0,0,0
20260417,27,USD,1,1,0,87.63,87.63,84.79,0,0,0
20260417,42,GBP,1,1,0,53.01,64.69,62.51,0,0,0
20260417,50,AUD,1,1,0,141.29,93.77,90.75,0,0,0
20260418,1,USD,1,0,1,0.0,0.0,0.0,0,0,0
20260418,30,SGD,1,1,0,378.65,298.34,289.39,0,1,0
20260418,43,SGD,1,1,0,205.34,161.79,156.8,0,0,0
20260419,29,BRL,1,1,0,149.52,28.43,27.31,0,0,0
20260420,22,NGN,1,1,0,23398.96,16.12,15.35,0,0,0
20260421,51,NGN,1,1,0,16440.06,11.3,10.67,0,0,0
20260422,12,JPY,1,1,0,6609.0,44.76,43.16,0,0,0
20260423,29,BRL,1,1,0,149.52,28.24,27.12,0,0,0
20260423,42,GBP,1,1,0,83.41,102.4,99.13,0,0,0
20260423,48,JPY,1,1,0,7919.0,53.49,51.64,0,0,0
20260423,51,NGN,1,1,0,16440.06,11.22,-0.63,1,0,0
20260425,12,JPY,1,1,0,6987.0,47.06,45.4,0,0,0
20260425,42,GBP,1,0,1,0.0,0.0,0.0,0,0,0
20260426,2,NGN,1,1,0,34750.36,23.61,22.63,0,0,0
20260426,12,JPY,1,1,0,4481.0,30.06,-1.17,1,0,0
20260426,23,EUR,1,1,0,149.45,160.95,155.98,0,0,0
20260427,1,USD,1,1,0,141.81,141.81,137.4,0,0,0
20260428,32,EUR,1,1,0,30.3,32.74,31.49,0,0,0
20260428,46,JPY,1,1,0,17741.0,118.55,114.81,0,0,0
20260428,53,NGN,1,1,0,71684.84,48.45,46.74,0,0,0
20260429,19,NGN,1,1,0,25957.89,17.55,16.74,0,0,0
20260429,22,NGN,1,1,0,24876.87,16.82,16.03,0,0,0
20260429,38,USD,1,1,0,63.73,63.73,61.58,0,0,0
20260430,36,EUR,1,1,0,5.54,5.95,5.48,0,0,0
20260430,53,NGN,1,1,0,85906.39,58.2,56.21,0,0,0
20260501,2,NGN,1,1,0,80789.74,54.64,52.76,0,0,0
20260501,4,GBP,1,1,0,81.97,100.91,97.68,0,0,0
20260501,13,GBP,1,1,0,65.29,80.38,77.75,0,0,0
20260501,33,USD,1,1,0,209.53,209.53,203.15,0,0,0
20260502,9,EUR,1,1,0,149.64,160.82,155.86,0,0,0
20260502,29,BRL,1,1,0,149.52,27.97,26.86,0,0,0
20260502,38,USD,1,1,0,63.73,63.73,61.58,0,0,0
20260502,41,EUR,1,1,0,76.22,81.91,79.23,0,0,0
20260502,42,GBP,1,1,0,53.01,65.21,63.02,0,0,0
20260503,13,GBP,1,1,0,120.87,148.24,143.64,0,1,0
20260503,16,EUR,1,1,0,26.85,28.87,27.73,0,0,0
20260503,26,NGN,1,1,0,56829.17,38.28,36.87,0,0,0
20260503,32,EUR,1,1,0,30.3,32.58,31.34,0,0,0
20260503,36,EUR,1,1,0,68.49,73.65,71.21,0,0,0
20260503,40,JPY,1,1,0,4927.0,33.13,31.87,0,0,0
20260503,51,NGN,1,1,0,16440.06,11.07,10.45,0,0,0
20260504,42,GBP,1,1,0,83.41,102.16,98.9,0,0,0
20260505,16,EUR,1,1,0,26.85,28.82,27.68,0,0,0
20260505,20,NGN,1,1,0,73627.95,49.47,47.74,0,0,0
20260505,33,USD,1,1,0,22.83,22.83,21.87,0,0,0
20260506,1,USD,1,1,0,136.28,136.28,132.03,0,0,0
20260506,23,EUR,1,1,0,187.5,202.57,196.4,0,0,0
20260506,30,SGD,1,1,0,29.43,23.17,22.2,0,0,0
20260506,39,GBP,1,1,0,38.16,46.9,45.24,0,0,0
20260506,51,NGN,1,1,0,83306.58,56.07,54.14,0,0,0
20260507,11,JPY,1,1,0,14894.0,100.13,96.93,0,0,0
20260507,12,JPY,1,1,0,6987.0,46.97,45.31,0,0,0
20260507,21,SGD,1,1,0,48.85,38.47,37.05,0,0,0
20260507,28,USD,1,1,0,75.35,75.35,72.86,0,0,0
20260507,36,EUR,1,1,0,67.75,73.33,70.9,0,0,0
20260507,44,EUR,1,1,0,26.7,28.9,27.76,0,0,0
20260507,48,JPY,1,1,0,7919.0,53.24,51.4,0,0,0
20260508,16,EUR,1,0,1,0.0,0.0,0.0,0,0,0
20260508,26,NGN,1,0,1,0.0,0.0,0.0,0,0,0
20260508,32,EUR,1,1,0,30.3,32.6,31.35,0,0,0
20260508,49,EUR,1,1,0,98.67,106.15,102.77,0,0,0
20260509,15,GBP,1,1,0,187.06,230.79,223.8,0,0,0
20260509,42,GBP,1,1,0,83.41,102.91,99.63,0,0,0
20260509,47,BRL,1,1,0,495.99,94.03,91.0,0,1,0
20260510,15,GBP,1,1,0,85.13,105.16,101.81,0,0,0
20260510,22,NGN,1,1,0,23398.96,15.67,-0.75,1,0,0
20260510,29,BRL,1,1,0,504.18,95.41,92.34,0,0,0
20260510,39,GBP,1,1,0,58.43,72.18,69.79,0,0,0
20260510,45,USD,1,1,0,74.3,74.3,71.85,0,0,0
20260510,50,AUD,1,1,0,262.85,174.95,169.58,0,0,0
20260511,20,NGN,1,1,0,50940.45,34.39,33.09,0,0,0
20260511,39,GBP,1,1,0,118.31,146.97,142.41,0,0,0
20260511,45,USD,1,1,0,61.3,61.3,59.22,0,0,0
20260511,46,JPY,1,1,0,6861.0,46.09,44.45,0,0,0
20260513,7,EUR,1,1,0,140.87,151.31,146.62,0,0,0
20260513,18,CAD,1,1,0,174.68,144.2,139.72,0,0,0
20260513,33,USD,1,1,0,39.53,39.53,38.08,0,0,0
20260514,32,EUR,1,1,0,30.3,32.59,31.34,0,0,0
20260514,41,EUR,1,1,0,76.22,81.99,79.31,0,0,0
20260514,45,USD,1,1,0,61.3,61.3,59.22,0,0,0
20260514,48,JPY,1,1,0,11008.0,74.46,72.0,0,0,0
20260515,7,EUR,1,1,0,88.62,95.58,92.51,0,0,0
20260515,31,EUR,1,1,0,161.58,174.27,168.92,0,1,0
20260516,6,GBP,1,1,0,87.15,107.73,104.31,0,0,0
20260516,19,NGN,1,1,0,57228.29,38.33,36.92,0,0,0
20260516,52,CAD,1,1,0,217.91,178.38,172.91,0,0,0
20260517,4,GBP,1,1,0,158.74,196.19,190.2,0,0,0
20260517,9,EUR,1,1,0,44.67,47.96,46.27,0,0,0
20260517,24,EUR,1,1,0,75.98,81.57,78.9,0,0,0
20260518,21,SGD,1,0,1,0.0,0.0,0.0,0,0,0
20260518,50,AUD,1,1,0,136.88,91.14,88.2,0,0,0
20260519,4,GBP,1,1,0,27.56,33.97,32.68,0,0,0
20260519,29,BRL,1,1,0,149.52,28.36,27.24,0,0,0
20260519,38,USD,1,1,0,23.2,23.2,22.23,0,1,0
20260521,11,JPY,1,1,0,5584.0,37.83,-1.4,1,0,0
20260521,12,JPY,1,1,0,4481.0,30.36,29.18,0,0,0
20260521,16,EUR,1,1,0,3.73,4.02,3.6,0,0,0
20260521,22,NGN,1,1,0,47100.88,31.43,30.22,0,0,0
20260521,40,JPY,1,1,0,4927.0,33.38,32.11,0,0,0
20260521,45,USD,1,1,0,61.3,61.3,59.22,0,1,0
20260521,51,NGN,1,1,0,16440.06,10.97,10.35,0,0,0
20260522,4,GBP,2,2,0,156.82,194.88,188.63,0,0,0
20260523,2,NGN,1,1,0,66494.26,44.56,42.97,0,0,0
20260523,4,GBP,1,1,0,13.52,16.84,16.05,0,0,0
20260523,26,NGN,1,0,1,0.0,0.0,0.0,0,0,0
20260523,29,BRL,1,1,0,149.52,28.08,26.97,0,0,0
20260523,37,EUR,1,1,0,86.46,93.01,90.01,0,0,0
20260523,51,NGN,1,1,0,16440.06,11.02,10.4,0,0,0
20260524,18,CAD,1,1,0,126.35,102.48,99.21,0,0,0
20260524,24,EUR,1,1,0,88.06,95.34,92.28,0,0,0
20260525,49,EUR,1,0,1,0.0,0.0,0.0,0,0,0
20260526,10,AUD,1,1,0,185.61,122.89,119.03,0,0,0
20260526,21,SGD,1,1,0,148.77,118.75,115.01,0,0,0
20260526,34,EUR,1,1,0,65.83,71.17,68.81,0,0,0
20260526,47,BRL,4,3,1,2346.02,437.42,309.14,1,1,0
20260527,10,AUD,1,1,0,96.96,64.03,61.87,0,0,0
20260527,29,BRL,1,1,0,336.67,62.92,60.8,0,0,0
20260527,49,EUR,1,1,0,97.13,104.85,101.51,0,0,0
20260527,53,NGN,1,1,0,62441.0,42.29,40.76,0,0,0
20260528,32,EUR,1,1,0,30.3,32.83,31.58,0,0,0
20260529,27,USD,1,1,0,87.63,87.63,84.79,0,0,0
20260529,35,NGN,1,1,0,35742.9,24.09,23.09,0,0,0
20260529,38,USD,1,1,0,63.73,63.73,61.58,0,0,0
20260530,7,EUR,1,1,0,88.62,95.95,92.87,0,0,0
20260530,34,EUR,1,1,0,65.83,71.28,68.91,0,0,0
20260530,43,SGD,1,1,0,205.34,164.17,159.11,0,0,0
20260531,29,BRL,1,1,0,149.52,27.66,26.56,0,0,0
20260601,29,BRL,1,1,0,149.52,27.54,26.44,0,0,0
20260601,38,USD,1,1,0,63.73,63.73,61.58,0,0,0
20260601,41,EUR,1,1,0,76.22,82.49,79.8,0,1,0
20260601,42,GBP,1,1,0,83.41,105.03,101.68,0,1,0
20260601,48,JPY,1,1,0,9056.0,60.57,58.51,0,0,0
20260602,16,EUR,1,1,0,26.85,29.05,27.91,0,0,0
20260602,32,EUR,1,1,0,30.3,32.79,31.54,0,0,0
20260602,35,NGN,1,1,0,70962.77,47.71,46.03,0,0,0
20260602,40,JPY,1,1,0,4927.0,32.98,31.72,0,0,0
20260602,47,BRL,1,1,0,157.3,28.99,27.85,0,0,0
20260602,50,AUD,1,1,0,141.29,93.6,90.59,0,0,0
20260602,51,NGN,1,1,0,16440.06,11.05,10.43,0,0,0
20260603,7,EUR,1,1,0,77.06,82.57,79.88,0,0,0
20260603,13,GBP,1,0,1,0.0,0.0,0.0,0,0,0
20260603,42,GBP,1,1,0,83.41,105.01,101.66,0,0,0
20260604,6,GBP,1,1,0,67.86,85.72,82.93,0,0,0
20260604,16,EUR,2,2,0,136.19,145.48,140.66,0,0,0
20260604,20,NGN,1,1,0,73627.95,49.75,48.01,0,0,0
20260604,35,NGN,1,1,0,35742.9,24.15,23.15,0,0,0
20260605,1,USD,1,1,0,136.28,136.28,132.03,0,0,0
20260605,51,NGN,1,1,0,83306.58,56.5,54.56,0,0,0
20260606,28,USD,1,1,0,43.73,43.73,42.16,0,0,0
20260607,7,EUR,1,1,0,150.44,160.76,155.8,0,0,0
20260607,23,EUR,1,0,1,0.0,0.0,0.0,0,0,0
20260607,32,EUR,1,1,0,30.3,32.38,31.14,0,0,0
20260608,16,EUR,1,1,0,82.08,87.34,84.51,0,0,0
20260608,42,GBP,1,1,0,83.41,105.12,101.77,0,0,0
20260609,2,NGN,1,1,0,63440.13,42.87,41.33,0,0,0
20260609,4,GBP,1,1,0,60.28,75.74,73.24,0,0,0
20260610,1,USD,1,1,0,101.45,101.45,98.21,0,0,0
20260610,20,NGN,1,1,0,50940.45,34.33,33.03,0,0,0
20260610,22,NGN,1,1,0,42239.05,28.46,27.33,0,0,0
20260611,19,NGN,1,1,0,25957.89,17.57,7.97,1,0,0
20260611,35,NGN,1,1,0,26566.97,17.99,17.17,0,0,0
20260611,43,SGD,1,1,0,3.25,2.62,2.24,0,0,0
20260612,27,USD,2,2,0,146.89,146.89,142.03,0,0,0
20260612,37,EUR,1,1,0,104.09,110.65,107.14,0,0,0
20260612,44,EUR,1,1,0,85.64,91.04,88.1,0,0,0
20260613,16,EUR,1,1,0,73.68,78.6,76.02,0,0,0
20260613,20,NGN,1,1,0,50940.45,34.43,7.3,1,0,0
20260613,29,BRL,1,1,0,516.28,94.66,91.61,0,0,0
20260613,30,SGD,1,1,0,29.43,23.56,22.58,0,0,0
20260613,32,EUR,1,1,0,30.3,32.32,31.08,0,0,0
20260613,41,EUR,2,2,0,152.44,162.62,157.3,0,0,0
20260613,48,JPY,1,1,0,7919.0,52.68,50.85,0,0,0
20260614,16,EUR,1,1,0,3.73,3.98,3.56,0,0,0
20260614,51,NGN,1,1,0,60586.26,40.92,39.43,0,0,0
20260616,24,EUR,1,1,0,75.98,80.93,78.28,0,0,0
20260616,36,EUR,1,1,0,5.54,5.9,5.43,0,0,0
20260616,44,EUR,1,1,0,26.7,28.44,27.32,0,0,0
20260618,16,EUR,1,1,0,82.08,87.32,84.49,0,0,0
20260618,18,CAD,1,1,0,174.68,143.51,139.05,0,0,0
20260618,26,NGN,1,1,0,23581.83,16.2,-0.77,1,0,0
20260618,29,BRL,1,1,0,149.52,27.41,26.32,0,1,0
20260618,38,USD,1,1,0,23.2,23.2,22.23,0,0,0
20260619,1,USD,1,1,0,141.81,141.81,137.4,0,1,0
20260619,9,EUR,1,1,0,104.83,111.54,108.01,0,0,0
20260619,47,BRL,1,1,0,259.69,47.51,45.83,0,0,0
20260619,52,CAD,1,1,0,93.39,77.03,74.5,0,0,0
20260620,1,USD,1,1,0,145.66,145.66,-4.52,1,0,0
20260620,51,NGN,1,1,0,16440.06,11.25,10.62,0,0,0
20260621,10,AUD,1,1,0,262.32,176.19,82.69,1,0,0
20260622,11,JPY,1,1,0,14894.0,99.34,96.16,0,0,0
20260622,29,BRL,1,1,0,149.52,27.54,-1.1,1,1,0
20260622,51,NGN,1,1,0,16440.06,11.26,10.63,0,0,0
20260623,21,SGD,1,1,0,177.61,143.41,138.95,0,0,0
20260625,47,BRL,1,1,0,375.68,69.69,67.37,0,0,0
20260626,26,NGN,1,1,0,50799.43,34.55,33.25,0,0,0
20260626,28,USD,1,1,0,234.14,234.14,227.05,0,0,0
20260626,44,EUR,1,1,0,26.7,28.49,27.36,0,0,0
20260627,13,GBP,1,1,0,88.22,109.55,106.07,0,1,0
20260627,31,EUR,2,2,0,222.37,237.14,229.66,0,0,0
20260627,32,EUR,1,1,0,30.3,32.31,31.07,0,0,0
20260627,38,USD,1,1,0,26.11,26.11,25.05,0,0,0
20260628,3,AUD,1,1,0,243.09,164.81,159.73,0,0,0
20260628,22,NGN,1,1,0,141671.92,96.03,92.95,0,1,0
20260628,29,BRL,2,2,0,724.74,134.61,130.1,0,0,0
20260628,38,USD,1,1,0,63.73,63.73,61.58,0,0,0
20260629,20,NGN,1,1,0,50940.45,34.47,33.17,0,0,0
20260630,13,GBP,1,0,1,0.0,0.0,0.0,0,0,1
20260630,29,BRL,1,1,0,149.52,28.01,26.9,0,0,0
20260630,39,GBP,1,1,0,77.21,96.32,93.23,0,0,0
20260701,10,AUD,1,1,0,91.31,61.89,59.8,0,0,0
20260701,29,BRL,1,1,0,149.52,28.01,26.9,0,0,0
20260701,34,EUR,1,1,0,110.17,117.5,113.79,0,0,0
20260701,38,USD,1,1,0,63.73,63.73,61.58,0,0,0
20260701,41,EUR,1,1,0,76.22,81.29,78.63,0,0,0
20260702,4,GBP,1,0,1,0.0,0.0,0.0,0,0,1
20260702,8,EUR,1,1,0,28.56,30.42,29.24,0,0,0
20260702,15,GBP,1,1,0,23.04,28.74,27.61,0,0,0
20260702,16,EUR,1,1,0,26.85,28.59,27.46,0,0,0
20260702,19,NGN,1,1,0,73433.4,49.68,47.94,0,0,0
20260702,32,EUR,1,1,0,30.3,32.27,31.03,0,1,0
20260702,43,SGD,1,1,0,108.14,87.07,84.24,0,0,0
20260702,47,BRL,1,0,1,0.0,0.0,0.0,0,0,0
20260702,51,NGN,1,0,1,0.0,0.0,0.0,0,0,0
20260703,23,EUR,6,6,0,541.34,575.5,557.01,0,0,0
20260703,36,EUR,1,1,0,5.54,5.89,5.42,0,0,0
20260703,42,GBP,1,1,0,83.41,104.11,100.79,0,0,0
20260704,16,EUR,1,1,0,26.85,28.62,27.49,0,0,0
20260704,20,NGN,1,1,0,73627.95,49.92,48.17,0,0,0
20260704,29,BRL,1,0,1,0.0,0.0,0.0,0,0,0
20260705,1,USD,1,1,0,136.28,136.28,132.03,0,1,0
20260706,2,NGN,6,6,0,293946.4,198.73,191.17,0,2,1
20260707,2,NGN,1,1,0,40568.08,27.52,26.42,0,0,0
20260707,9,EUR,1,1,0,149.64,159.76,154.83,0,0,0
20260707,32,EUR,1,1,0,30.3,32.35,31.11,0,0,0
20260707,51,NGN,1,0,1,0.0,0.0,0.0,0,0,0
20260708,37,EUR,1,1,0,63.33,67.67,65.41,0,0,0
20260708,42,GBP,1,1,0,83.41,103.53,100.23,0,0,0
20260709,7,EUR,1,1,0,42.12,45.12,43.51,0,0,0
20260709,12,JPY,1,1,0,6987.0,46.52,44.87,0,0,0
20260709,28,USD,1,0,1,0.0,0.0,0.0,0,0,0
20260709,40,JPY,1,1,0,10310.0,68.64,66.35,0,1,0
20260709,51,NGN,1,1,0,60586.26,41.06,39.57,0,0,0
20260710,6,GBP,1,1,0,87.15,107.98,104.55,0,0,0
20260710,20,NGN,1,0,1,0.0,0.0,0.0,0,0,0
20260710,21,SGD,1,1,0,148.77,121.44,117.62,0,0,0
20260710,30,SGD,1,1,0,161.59,131.9,127.77,0,0,0
20260710,38,USD,1,1,0,23.2,23.2,22.23,0,0,0
20260710,46,JPY,2,2,0,23171.0,154.6,149.52,0,0,0
20260710,51,NGN,1,1,0,83306.58,56.55,54.61,0,0,0
20260710,53,NGN,1,1,0,25413.3,17.25,16.45,0,0,0
20260711,23,EUR,1,1,0,36.97,39.58,38.13,0,0,0
20260713,24,EUR,1,1,0,97.66,104.61,101.28,0,0,0
20260713,27,USD,1,1,0,36.02,36.02,34.68,0,0,0
20260713,32,EUR,1,1,0,30.3,32.46,31.22,0,0,0
20260713,41,EUR,2,2,0,152.44,163.28,157.94,0,0,0
20260714,16,EUR,1,1,0,3.73,4.0,3.58,0,0,0
20260714,27,USD,1,1,0,110.87,110.87,107.35,0,0,0
20260714,51,NGN,1,1,0,60586.26,41.08,39.59,0,0,0
20260715,5,GBP,1,1,0,170.68,212.06,205.61,0,0,0
20260715,7,EUR,1,1,0,77.06,82.69,79.99,0,0,0
20260715,43,SGD,1,1,0,108.14,88.54,85.67,0,0,0
20260715,49,EUR,1,1,0,89.16,95.67,92.6,0,0,0
20260716,6,GBP,1,1,0,67.86,83.79,81.06,0,0,0
20260716,8,EUR,1,1,0,118.04,126.71,122.74,0,0,0
20260716,24,EUR,2,2,0,151.96,163.12,117.0,1,0,0
20260717,20,NGN,1,1,0,122363.6,82.68,79.98,0,0,0
20260717,24,EUR,1,1,0,110.59,119.16,26.03,1,0,0
20260717,43,SGD,1,0,1,0.0,0.0,0.0,0,0,0
20260718,8,EUR,1,0,1,0.0,0.0,0.0,0,0,0
20260718,13,GBP,1,1,0,65.29,80.44,77.81,0,0,0
20260718,19,NGN,1,1,0,57228.29,38.81,37.38,0,0,0
20260718,29,BRL,1,1,0,149.52,28.08,26.97,0,0,0
20260718,38,USD,1,1,0,23.2,23.2,22.23,0,0,0
20260719,35,NGN,1,1,0,70962.77,48.03,46.34,0,0,0
20260719,38,USD,1,1,0,63.73,63.73,61.58,0,0,0
20260720,9,EUR,1,1,0,44.67,48.1,46.41,0,0,0
20260720,10,AUD,1,1,0,135.33,90.93,87.99,0,0,0
20260720,51,NGN,1,1,0,16440.06,11.14,10.52,0,0,0
20260721,49,EUR,2,2,0,151.29,162.79,157.47,0,0,0
20260722,10,AUD,1,1,0,262.32,178.49,173.01,0,0,0
20260722,29,BRL,1,1,0,149.52,28.04,26.93,0,0,0
20260722,34,EUR,1,1,0,65.83,71.07,68.71,0,0,0
20260722,51,NGN,1,1,0,16440.06,11.05,10.43,0,0,0
20260723,30,SGD,1,1,0,200.37,163.65,158.6,0,0,0
20260723,52,CAD,1,0,1,0.0,0.0,0.0,0,0,0
20260724,16,EUR,1,1,0,82.08,89.05,19.38,1,0,0
20260724,29,BRL,1,1,0,874.73,164.98,159.9,0,0,0
20260724,51,NGN,1,0,1,0.0,0.0,0.0,0,0,0
