rate_date,currency_code,rate_to_usd
2026-02-15,GBP,1.25679931
2026-02-16,GBP,1.258848
2026-02-17,GBP,1.25634557
2026-02-18,GBP,1.25849618
2026-02-19,GBP,1.2556145
2026-02-20,GBP,1.24881579
2026-02-21,GBP,1.24271829
2026-02-22,GBP,1.24289756
2026-02-23,GBP,1.24386598
2026-02-24,GBP,1.24049144
2026-02-25,GBP,1.24286794
2026-02-26,GBP,1.23667279
2026-02-27,GBP,1.23642763
2026-02-28,GBP,1.23193563
2026-03-01,GBP,1.22952657
2026-03-02,GBP,1.22970141
2026-03-03,GBP,1.22652725
2026-03-04,GBP,1.22511225
2026-03-05,GBP,1.22881071
2026-03-06,GBP,1.22668404
2026-03-07,GBP,1.22975943
2026-03-08,GBP,1.22559163
2026-03-09,GBP,1.2275396
2026-03-10,GBP,1.23284835
2026-03-11,GBP,1.22370686
2026-03-12,GBP,1.22078136
2026-03-13,GBP,1.2228948
2026-03-14,GBP,1.22214989
2026-03-15,GBP,1.22351067
2026-03-16,GBP,1.22129373
2026-03-17,GBP,1.22161098
2026-03-18,GBP,1.22104045
2026-03-19,GBP,1.22531818
2026-03-20,GBP,1.22625342
2026-03-21,GBP,1.22749538
2026-03-22,GBP,1.22597865
2026-03-23,GBP,1.22418526
2026-03-24,GBP,1.22259667
2026-03-25,GBP,1.22404343
2026-03-26,GBP,1.22249752
2026-03-27,GBP,1.22356027
2026-03-28,GBP,1.23117841
2026-03-29,GBP,1.23439594
2026-03-30,GBP,1.23318861
2026-03-31,GBP,1.23763258
2026-04-01,GBP,1.23611744
2026-04-02,GBP,1.22855935
2026-04-03,GBP,1.22484387
2026-04-04,GBP,1.21796959
2026-04-05,GBP,1.21668519
2026-04-06,GBP,1.21675242
2026-04-07,GBP,1.22287184
2026-04-08,GBP,1.22407122
2026-04-09,GBP,1.22326663
2026-04-10,GBP,1.22631038
2026-04-11,GBP,1.21817577
2026-04-12,GBP,1.21903683
2026-04-13,GBP,1.22185597
2026-04-14,GBP,1.21643611
2026-04-15,GBP,1.22061002
2026-04-16,GBP,1.22184954
2026-04-17,GBP,1.22032728
2026-04-18,GBP,1.22264388
2026-04-19,GBP,1.23097263
2026-04-20,GBP,1.23164425
2026-04-21,GBP,1.2325614
2026-04-22,GBP,1.23086283
2026-04-23,GBP,1.22772471
2026-04-24,GBP,1.23078298
2026-04-25,GBP,1.22762202
2026-04-26,GBP,1.22788559
2026-04-27,GBP,1.22612606
2026-04-28,GBP,1.22788793
2026-04-29,GBP,1.22911703
2026-04-30,GBP,1.2329428
2026-05-01,GBP,1.23105634
2026-05-02,GBP,1.23005965
2026-05-03,GBP,1.22644783
2026-05-04,GBP,1.22481313
2026-05-05,GBP,1.22619949
2026-05-06,GBP,1.22898415
2026-05-07,GBP,1.22558417
2026-05-08,GBP,1.2287815
2026-05-09,GBP,1.23377884
2026-05-10,GBP,1.23530911
2026-05-11,GBP,1.24226438
2026-05-12,GBP,1.23938062
2026-05-13,GBP,1.23475282
2026-05-14,GBP,1.22816398
2026-05-15,GBP,1.23367614
2026-05-16,GBP,1.23609797
2026-05-17,GBP,1.23589185
2026-05-18,GBP,1.23692988
2026-05-19,GBP,1.23275343
2026-05-20,GBP,1.24179845
2026-05-21,GBP,1.24227985
2026-05-22,GBP,1.24268755
2026-05-23,GBP,1.24539325
2026-05-24,GBP,1.24719039
2026-05-25,GBP,1.24802807
2026-05-26,GBP,1.24506846
2026-05-27,GBP,1.2468295
2026-05-28,GBP,1.25386919
2026-05-29,GBP,1.25893013
2026-05-30,GBP,1.26494726
2026-05-31,GBP,1.26300728
2026-06-01,GBP,1.25925764
2026-06-02,GBP,1.25878245
2026-06-03,GBP,1.25899289
2026-06-04,GBP,1.26312562
2026-06-05,GBP,1.25671224
2026-06-06,GBP,1.26247885
2026-06-07,GBP,1.26188041
2026-06-08,GBP,1.26026439
2026-06-09,GBP,1.25643783
2026-06-10,GBP,1.25020016
2026-06-11,GBP,1.25328754
2026-06-12,GBP,1.25356321
2026-06-13,GBP,1.24871206
2026-06-14,GBP,1.24386052
2026-06-15,GBP,1.24260751
2026-06-16,GBP,1.24882933
2026-06-17,GBP,1.24785678
2026-06-18,GBP,1.24222965
2026-06-19,GBP,1.24131385
2026-06-20,GBP,1.24029824
2026-06-21,GBP,1.23026341
2026-06-22,GBP,1.23006302
2026-06-23,GBP,1.22921082
2026-06-24,GBP,1.23177818
2026-06-25,GBP,1.23861069
2026-06-26,GBP,1.24279682
2026-06-27,GBP,1.24179429
2026-06-28,GBP,1.23767206
2026-06-29,GBP,1.24722699
2026-06-30,GBP,1.24744856
2026-07-01,GBP,1.24750069
2026-07-02,GBP,1.2474104
2026-07-03,GBP,1.24815168
2026-07-04,GBP,1.24761113
2026-07-05,GBP,1.24546401
2026-07-06,GBP,1.24342073
2026-07-07,GBP,1.24329855
2026-07-08,GBP,1.24127164
2026-07-09,GBP,1.23861713
2026-07-10,GBP,1.23901261
2026-07-11,GBP,1.23806485
2026-07-12,GBP,1.24365097
2026-07-13,GBP,1.23376033
2026-07-14,GBP,1.2378003
2026-07-15,GBP,1.24242752
2026-07-16,GBP,1.2346994
2026-07-17,GBP,1.23343006
2026-07-18,GBP,1.23205562
2026-07-19,GBP,1.22685322
2026-07-20,GBP,1.22399042
2026-07-21,GBP,1.21991242
2026-07-22,GBP,1.22632526
2026-07-23,GBP,1.2297676
2026-07-24,GBP,1.23445875
2026-07-25,GBP,1.23713138
2026-07-26,GBP,1.23294102
2026-07-27,GBP,1.23100091
2026-07-28,GBP,1.23280818
2026-07-29,GBP,1.22828823
2026-07-30,GBP,1.23091553
2026-07-31,GBP,1.23002807
2026-08-01,GBP,1.22864495
2026-08-02,GBP,1.2312655
2026-08-03,GBP,1.23290652
2026-08-04,GBP,1.23157141
2026-08-05,GBP,1.2358548
2026-08-06,GBP,1.23184669
2026-08-07,GBP,1.2341229
2026-08-08,GBP,1.23631878
2026-08-09,GBP,1.23517069
2026-08-10,GBP,1.23637918
2026-08-11,GBP,1.23173863
2026-08-12,GBP,1.2351531
2026-08-13,GBP,1.23446796
2026-08-14,GBP,1.2325321
2026-08-15,GBP,1.23641092
2026-08-16,GBP,1.23379834
2026-08-17,GBP,1.22858507
2026-08-18,GBP,1.22284772
2026-08-19,GBP,1.22507089
2026-08-20,GBP,1.22036504
2026-08-21,GBP,1.22678951
2026-08-22,GBP,1.21912724
2026-08-23,GBP,1.22533183
2026-08-24,GBP,1.22610753
2026-08-25,GBP,1.22575179
2026-08-26,GBP,1.22374798
2026-08-27,GBP,1.2252133
2026-08-28,GBP,1.22507497
2026-08-29,GBP,1.22912986
2026-08-30,GBP,1.22955106
2026-08-31,GBP,1.23010547
2026-09-01,GBP,1.22876362
2026-09-02,GBP,1.22855371
2026-09-03,GBP,1.22968816
2026-09-04,GBP,1.22337924
2026-09-05,GBP,1.21843121
2026-09-06,GBP,1.22114806
2026-09-07,GBP,1.22177402
2026-09-08,GBP,1.22109966
2026-09-09,GBP,1.22116719
2026-09-10,GBP,1.22244055
2026-09-11,GBP,1.22046108
2026-09-12,GBP,1.21761141
2026-09-13,GBP,1.2183268
2026-09-14,GBP,1.21475087
2025-09-14,CAD,0.74090632
2025-09-15,CAD,0.73712196
2025-09-16,CAD,0.7393978
2025-09-17,CAD,0.74044611
2025-09-18,CAD,0.74101484
2025-09-19,CAD,0.7431994
2025-09-20,CAD,0.74691274
2025-09-21,CAD,0.74918568
2025-09-22,CAD,0.74504821
2025-09-23,CAD,0.74218817
2025-09-24,CAD,0.74079697
2025-09-25,CAD,0.74085496
2025-09-26,CAD,0.74200549
2025-09-27,CAD,0.74038997
2025-09-28,CAD,0.74080481
2025-09-29,CAD,0.73912604
2025-09-30,CAD,0.73777007
2025-10-01,CAD,0.73465669
2025-10-02,CAD,0.73262191
2025-10-03,CAD,0.72965109
2025-10-04,CAD,0.72751495
2025-10-05,CAD,0.72981457
2025-10-06,CAD,0.72773592
2025-10-07,CAD,0.73348295
2025-10-08,CAD,0.73456847
2025-10-09,CAD,0.7349758
2025-10-10,CAD,0.73308318
2025-10-11,CAD,0.73462334
2025-10-12,CAD,0.73335471
2025-10-13,CAD,0.73362314
2025-10-14,CAD,0.73925755
2025-10-15,CAD,0.73904451
2025-10-16,CAD,0.7415926
2025-10-17,CAD,0.74002819
2025-10-18,CAD,0.73995051
2025-10-19,CAD,0.74388143
2025-10-20,CAD,0.74248226
2025-10-21,CAD,0.74651939
2025-10-22,CAD,0.74810444
2025-10-23,CAD,0.74684209
2025-10-24,CAD,0.74825902
2025-10-25,CAD,0.75044219
2025-10-26,CAD,0.75184208
2025-10-27,CAD,0.7483004
2025-10-28,CAD,0.74666805
2025-10-29,CAD,0.74611361
2025-10-30,CAD,0.745947
2025-10-31,CAD,0.74733597
2025-11-01,CAD,0.74773437
2025-11-02,CAD,0.74473892
2025-11-03,CAD,0.74558837
2025-11-04,CAD,0.74695411
2025-11-05,CAD,0.74820852
2025-11-06,CAD,0.75063447
2025-11-07,CAD,0.75251238
2025-11-08,CAD,0.75354899
2025-11-09,CAD,0.75339037
2025-11-10,CAD,0.74963632
2025-11-11,CAD,0.75060249
2025-11-12,CAD,0.75107016
2025-11-13,CAD,0.75168209
2025-11-14,CAD,0.74880296
2025-11-15,CAD,0.74637447
2025-11-16,CAD,0.74873261
2025-11-17,CAD,0.74864376
2025-11-18,CAD,0.75017436
2025-11-19,CAD,0.75023809
2025-11-20,CAD,0.75030506
2025-11-21,CAD,0.75241706
2025-11-22,CAD,0.75125222
2025-11-23,CAD,0.75146885
2025-11-24,CAD,0.75042669
2025-11-25,CAD,0.74944852
2025-11-26,CAD,0.7487534
2025-11-27,CAD,0.74925237
2025-11-28,CAD,0.74817626
2025-11-29,CAD,0.75099484
2025-11-30,CAD,0.7489793
2025-12-01,CAD,0.74855941
2025-12-02,CAD,0.74757192
2025-12-03,CAD,0.75081708
2025-12-04,CAD,0.75125981
2025-12-05,CAD,0.75358536
2025-12-06,CAD,0.75022687
2025-12-07,CAD,0.75082791
2025-12-08,CAD,0.75283179
2025-12-09,CAD,0.75301763
2025-12-10,CAD,0.75542461
2025-12-11,CAD,0.75425229
2025-12-12,CAD,0.7574413
2025-12-13,CAD,0.76266514
2025-12-14,CAD,0.76183497
2025-12-15,CAD,0.76081677
2025-12-16,CAD,0.76413405
2025-12-17,CAD,0.76775506
2025-12-18,CAD,0.76655078
2025-12-19,CAD,0.76558449
2025-12-20,CAD,0.7649373
2025-12-21,CAD,0.76185204
2025-12-22,CAD,0.75975241
2025-12-23,CAD,0.75746372
2025-12-24,CAD,0.75571898
2025-12-25,CAD,0.75564034
2025-12-26,CAD,0.75617129
2025-12-27,CAD,0.75968862
2025-12-28,CAD,0.75741331
2025-12-29,CAD,0.75964992
2025-12-30,CAD,0.75916225
2025-12-31,CAD,0.7590496
2026-01-01,CAD,0.76058627
2026-01-02,CAD,0.75802448
2026-01-03,CAD,0.75889411
2026-01-04,CAD,0.75927307
2026-01-05,CAD,0.76039479
2026-01-06,CAD,0.76105443
2026-01-07,CAD,0.76666028
2026-01-08,CAD,0.76519349
2026-01-09,CAD,0.76397455
2026-01-10,CAD,0.76254636
2026-01-11,CAD,0.76127563
2026-01-12,CAD,0.75981994
2026-01-13,CAD,0.76253026
2026-01-14,CAD,0.76577979
2026-01-15,CAD,0.76446859
2026-01-16,CAD,0.76255967
2026-01-17,CAD,0.76363811
2026-01-18,CAD,0.76237302
2026-01-19,CAD,0.76382061
2026-01-20,CAD,0.7642856
2026-01-21,CAD,0.76081021
2026-01-22,CAD,0.76434229
2026-01-23,CAD,0.76846028
2026-01-24,CAD,0.76704757
2026-01-25,CAD,0.76615542
2026-01-26,CAD,0.76681247
2026-01-27,CAD,0.76758186
2026-01-28,CAD,0.76909832
2026-01-29,CAD,0.77373646
2026-01-30,CAD,0.77332573
2026-01-31,CAD,0.7714737
2026-02-01,CAD,0.76828137
2026-02-02,CAD,0.76659669
2026-02-03,CAD,0.76652051
2026-02-04,CAD,0.7706472
2026-02-05,CAD,0.76945051
2026-02-06,CAD,0.7699671
2026-02-07,CAD,0.76992916
2026-02-08,CAD,0.7726741
2026-02-09,CAD,0.77853158
2026-02-10,CAD,0.77729169
2026-02-11,CAD,0.77615038
2026-02-12,CAD,0.77858165
2026-02-13,CAD,0.78017438
2026-02-14,CAD,0.78449664
2026-02-15,CAD,0.78587091
2026-02-16,CAD,0.78502384
2026-02-17,CAD,0.78641487
2026-02-18,CAD,0.78903057
2026-02-19,CAD,0.79097273
2026-02-20,CAD,0.79217645
2026-02-21,CAD,0.79471143
2026-02-22,CAD,0.79749919
2026-02-23,CAD,0.800806
2026-02-24,CAD,0.80236448
2026-02-25,CAD,0.80196221
2026-02-26,CAD,0.80231518
2026-02-27,CAD,0.80521919
2026-02-28,CAD,0.80324575
2026-03-01,CAD,0.80413415
2026-03-02,CAD,0.80318526
2026-03-03,CAD,0.80325453
2026-03-04,CAD,0.80633529
2026-03-05,CAD,0.80679756
2026-03-06,CAD,0.80690996
2026-03-07,CAD,0.80361811
2026-03-08,CAD,0.80541722
2026-03-09,CAD,0.80697687
2026-03-10,CAD,0.81221396
2026-03-11,CAD,0.81146402
2026-03-12,CAD,0.81199751
2026-03-13,CAD,0.81260501
2026-03-14,CAD,0.81645055
2026-03-15,CAD,0.81621714
2026-03-16,CAD,0.81690037
2026-03-17,CAD,0.81839014
2026-03-18,CAD,0.8188483
2026-03-19,CAD,0.81775161
2026-03-20,CAD,0.81822776
2026-03-21,CAD,0.82086319
2026-03-22,CAD,0.8183353
2026-03-23,CAD,0.81866174
2026-03-24,CAD,0.81694226
2026-03-25,CAD,0.81987111
2026-03-26,CAD,0.81612466
2026-03-27,CAD,0.81475621
2026-03-28,CAD,0.81567822
2026-03-29,CAD,0.81950911
2026-03-30,CAD,0.81934746
2026-03-31,CAD,0.81798276
2026-04-01,CAD,0.82259902
2026-04-02,CAD,0.81902561
2026-04-03,CAD,0.81362298
2026-04-04,CAD,0.814697
2026-04-05,CAD,0.81346993
2026-04-06,CAD,0.8109777
2026-04-07,CAD,0.81270109
2026-04-08,CAD,0.8132955
2026-04-09,CAD,0.81191921
2026-04-10,CAD,0.8088007
2026-04-11,CAD,0.81091763
2026-04-12,CAD,0.81249941
2026-04-13,CAD,0.81225767
2026-04-14,CAD,0.8167575
2026-04-15,CAD,0.81413551
2026-04-16,CAD,0.81040955
2026-04-17,CAD,0.80872737
2026-04-18,CAD,0.80861677
2026-04-19,CAD,0.80920707
2026-04-20,CAD,0.80862144
2026-04-21,CAD,0.80947548
2026-04-22,CAD,0.80643621
2026-04-23,CAD,0.80992912
2026-04-24,CAD,0.80972951
2026-04-25,CAD,0.81244363
2026-04-26,CAD,0.81327897
2026-04-27,CAD,0.81439337
2026-04-28,CAD,0.81578542
2026-04-29,CAD,0.81688112
2026-04-30,CAD,0.8184562
2026-05-01,CAD,0.82171976
2026-05-02,CAD,0.82220422
2026-05-03,CAD,0.82395306
2026-05-04,CAD,0.82373124
2026-05-05,CAD,0.82729005
2026-05-06,CAD,0.82561133
2026-05-07,CAD,0.83007196
2026-05-08,CAD,0.82997196
2026-05-09,CAD,0.82640945
2026-05-10,CAD,0.82672705
2026-05-11,CAD,0.82503792
2026-05-12,CAD,0.82711861
2026-05-13,CAD,0.82549922
2026-05-14,CAD,0.82439424
2026-05-15,CAD,0.81972106
2026-05-16,CAD,0.81860877
2026-05-17,CAD,0.81265614
2026-05-18,CAD,0.80879464
2026-05-19,CAD,0.81063969
2026-05-20,CAD,0.8125507
2026-05-21,CAD,0.81358781
2026-05-22,CAD,0.81122765
2026-05-23,CAD,0.81111154
2026-05-24,CAD,0.81110277
2026-05-25,CAD,0.80828412
2026-05-26,CAD,0.81192963
2026-05-27,CAD,0.8140667
2026-05-28,CAD,0.81352707
2026-05-29,CAD,0.81359268
2026-05-30,CAD,0.8141013
2026-05-31,CAD,0.80911476
2026-06-01,CAD,0.80851478
2026-06-02,CAD,0.80686059
2026-06-03,CAD,0.80443609
2026-06-04,CAD,0.80375771
2026-06-05,CAD,0.80809242
2026-06-06,CAD,0.809646
2026-06-07,CAD,0.80825864
2026-06-08,CAD,0.80964703
2026-06-09,CAD,0.81304598
2026-06-10,CAD,0.81530129
2026-06-11,CAD,0.81544714
2026-06-12,CAD,0.81386451
2026-06-13,CAD,0.81556929
2026-06-14,CAD,0.81653203
2026-06-15,CAD,0.8187249
2026-06-16,CAD,0.82028499
2026-06-17,CAD,0.82286779
2026-06-18,CAD,0.8215465
2026-06-19,CAD,0.8247934
2026-06-20,CAD,0.82528234
2026-06-21,CAD,0.83042037
2026-06-22,CAD,0.82870342
2026-06-23,CAD,0.83301922
2026-06-24,CAD,0.83351381
2026-06-25,CAD,0.83188491
2026-06-26,CAD,0.8306773
2026-06-27,CAD,0.82987898
2026-06-28,CAD,0.830935
2026-06-29,CAD,0.83223833
2026-06-30,CAD,0.83080597
2026-07-01,CAD,0.83074526
2026-07-02,CAD,0.83608431
2026-07-03,CAD,0.84041742
2026-07-04,CAD,0.8415175
2026-07-05,CAD,0.84161345
2026-07-06,CAD,0.84191651
2026-07-07,CAD,0.8434661
2026-07-08,CAD,0.84087803
2026-07-09,CAD,0.84022876
2026-07-10,CAD,0.83602278
2026-07-11,CAD,0.83702406
2026-07-12,CAD,0.83864922
2026-07-13,CAD,0.83743354
2026-07-14,CAD,0.84138787
2026-07-15,CAD,0.83829384
2026-07-16,CAD,0.83461111
2026-07-17,CAD,0.8351731
2026-07-18,CAD,0.83779662
2026-07-19,CAD,0.84202899
2026-07-20,CAD,0.84086981
2026-07-21,CAD,0.8435909
2026-07-22,CAD,0.84349344
2026-07-23,CAD,0.84305661
2026-07-24,CAD,0.84529154
2026-07-25,CAD,0.84694575
2026-07-26,CAD,0.84294039
2026-07-27,CAD,0.8466743
2026-07-28,CAD,0.85017976
2026-07-29,CAD,0.84858424
2026-07-30,CAD,0.84959186
2026-07-31,CAD,0.85085103
2026-08-01,CAD,0.85151641
2026-08-02,CAD,0.85011063
2026-08-03,CAD,0.84839777
2026-08-04,CAD,0.84833273
2026-08-05,CAD,0.85131732
2026-08-06,CAD,0.85270565
2026-08-07,CAD,0.85175758
2026-08-08,CAD,0.85372948
2026-08-09,CAD,0.84643382
2026-08-10,CAD,0.84935089
2026-08-11,CAD,0.844918
2026-08-12,CAD,0.84399931
2026-08-13,CAD,0.8411643
2026-08-14,CAD,0.83789718
2026-08-15,CAD,0.84081514
2026-08-16,CAD,0.83963539
2026-08-17,CAD,0.8405082
2026-08-18,CAD,0.84038989
2026-08-19,CAD,0.84159259
2026-08-20,CAD,0.84178655
2026-08-21,CAD,0.83854654
2026-08-22,CAD,0.84105278
2026-08-23,CAD,0.83980696
2026-08-24,CAD,0.83588527
2026-08-25,CAD,0.83481171
2026-08-26,CAD,0.83857026
2026-08-27,CAD,0.84070917
2026-08-28,CAD,0.83982983
2026-08-29,CAD,0.83894988
2026-08-30,CAD,0.83814037
2026-08-31,CAD,0.84336219
2026-09-01,CAD,0.84432852
2026-09-02,CAD,0.84541781
2026-09-03,CAD,0.84803087
2026-09-04,CAD,0.84863837
2026-09-05,CAD,0.84797887
2026-09-06,CAD,0.84747937
2026-09-07,CAD,0.84729733
2026-09-08,CAD,0.84720271
2026-09-09,CAD,0.84905206
2026-09-10,CAD,0.84918438
2026-09-11,CAD,0.85105082
2026-09-12,CAD,0.85084474
2026-09-13,CAD,0.85104545
2026-09-14,CAD,0.84594378
2025-09-14,BRL,0.18049482
2025-09-15,BRL,0.18068244
2025-09-16,BRL,0.1812234
2025-09-17,BRL,0.1796488
2025-09-18,BRL,0.18077432
2025-09-19,BRL,0.18069862
2025-09-20,BRL,0.18129936
2025-09-21,BRL,0.18073375
2025-09-22,BRL,0.181066
2025-09-23,BRL,0.18049379
2025-09-24,BRL,0.18015603
2025-09-25,BRL,0.1811905
2025-09-26,BRL,0.18108685
2025-09-27,BRL,0.18120497
2025-09-28,BRL,0.18167796
2025-09-29,BRL,0.18194812
2025-09-30,BRL,0.18203022
2025-10-01,BRL,0.18222953
2025-10-02,BRL,0.18354345
2025-10-03,BRL,0.18351172
2025-10-04,BRL,0.18362243
2025-10-05,BRL,0.1842012
2025-10-06,BRL,0.18481212
2025-10-07,BRL,0.18547025
2025-10-08,BRL,0.18582565
2025-10-09,BRL,0.18518845
2025-10-10,BRL,0.18609593
2025-10-11,BRL,0.18545594
2025-10-12,BRL,0.18562431
2025-10-13,BRL,0.18520428
2025-10-14,BRL,0.18516864
2025-10-15,BRL,0.18535127
2025-10-16,BRL,0.18552996
2025-10-17,BRL,0.1857648
2025-10-18,BRL,0.18666411
2025-10-19,BRL,0.18691809
2025-10-20,BRL,0.18678118
2025-10-21,BRL,0.1873214
2025-10-22,BRL,0.18798984
2025-10-23,BRL,0.1872975
2025-10-24,BRL,0.18763318
2025-10-25,BRL,0.18802787
2025-10-26,BRL,0.18786002
2025-10-27,BRL,0.18863534
2025-10-28,BRL,0.18855042
2025-10-29,BRL,0.18862145
2025-10-30,BRL,0.18852352
2025-10-31,BRL,0.18853233
2025-11-01,BRL,0.18791228
2025-11-02,BRL,0.18710047
2025-11-03,BRL,0.18799547
2025-11-04,BRL,0.18751779
2025-11-05,BRL,0.18696008
2025-11-06,BRL,0.18575229
2025-11-07,BRL,0.18539622
2025-11-08,BRL,0.18466033
2025-11-09,BRL,0.18556998
2025-11-10,BRL,0.18613215
2025-11-11,BRL,0.18574789
2025-11-12,BRL,0.18700305
2025-11-13,BRL,0.18755383
2025-11-14,BRL,0.18737106
2025-11-15,BRL,0.18596611
2025-11-16,BRL,0.18724422
2025-11-17,BRL,0.18646365
2025-11-18,BRL,0.18554323
2025-11-19,BRL,0.18611243
2025-11-20,BRL,0.18747463
2025-11-21,BRL,0.18825318
2025-11-22,BRL,0.18857165
2025-11-23,BRL,0.18890811
2025-11-24,BRL,0.18939177
2025-11-25,BRL,0.18982297
2025-11-26,BRL,0.1899831
2025-11-27,BRL,0.19004249
2025-11-28,BRL,0.1900068
2025-11-29,BRL,0.18957703
2025-11-30,BRL,0.1894174
2025-12-01,BRL,0.18845537
2025-12-02,BRL,0.18839977
2025-12-03,BRL,0.18784102
2025-12-04,BRL,0.18721913
2025-12-05,BRL,0.18732016
2025-12-06,BRL,0.18810241
2025-12-07,BRL,0.18862063
2025-12-08,BRL,0.18773194
2025-12-09,BRL,0.18717459
2025-12-10,BRL,0.18770285
2025-12-11,BRL,0.18714961
2025-12-12,BRL,0.18702349
2025-12-13,BRL,0.1873321
2025-12-14,BRL,0.1867879
2025-12-15,BRL,0.18684695
2025-12-16,BRL,0.18609917
2025-12-17,BRL,0.18576343
2025-12-18,BRL,0.18594164
2025-12-19,BRL,0.18505303
2025-12-20,BRL,0.18529756
2025-12-21,BRL,0.18528664
2025-12-22,BRL,0.18559375
2025-12-23,BRL,0.18571842
2025-12-24,BRL,0.18647846
2025-12-25,BRL,0.18654852
2025-12-26,BRL,0.1863082
2025-12-27,BRL,0.18637656
2025-12-28,BRL,0.18668033
2025-12-29,BRL,0.18670769
2025-12-30,BRL,0.18673043
2025-12-31,BRL,0.18633718
2026-01-01,BRL,0.18596661
2026-01-02,BRL,0.1851841
2026-01-03,BRL,0.18615608
2026-01-04,BRL,0.18546142
2026-01-05,BRL,0.1850759
2026-01-06,BRL,0.18467702
2026-01-07,BRL,0.18517284
2026-01-08,BRL,0.18500899
2026-01-09,BRL,0.18570152
2026-01-10,BRL,0.18532631
2026-01-11,BRL,0.18548143
2026-01-12,BRL,0.1850166
2026-01-13,BRL,0.18620727
2026-01-14,BRL,0.18554385
2026-01-15,BRL,0.1857163
2026-01-16,BRL,0.18606941
2026-01-17,BRL,0.1863004
2026-01-18,BRL,0.18619684
2026-01-19,BRL,0.18612432
2026-01-20,BRL,0.18614879
2026-01-21,BRL,0.1860667
2026-01-22,BRL,0.18660473
2026-01-23,BRL,0.18784221
2026-01-24,BRL,0.18752805
2026-01-25,BRL,0.18675742
2026-01-26,BRL,0.18670796
2026-01-27,BRL,0.18815292
2026-01-28,BRL,0.18769928
2026-01-29,BRL,0.18862226
2026-01-30,BRL,0.18957162
2026-01-31,BRL,0.18925678
2026-02-01,BRL,0.18957983
2026-02-02,BRL,0.19050597
2026-02-03,BRL,0.19028929
2026-02-04,BRL,0.19017307
2026-02-05,BRL,0.18984121
2026-02-06,BRL,0.18926328
2026-02-07,BRL,0.18889463
2026-02-08,BRL,0.18820104
2026-02-09,BRL,0.18822029
2026-02-10,BRL,0.18778551
2026-02-11,BRL,0.18791722
2026-02-12,BRL,0.18704008
2026-02-13,BRL,0.18722574
2026-02-14,BRL,0.18769392
2026-02-15,BRL,0.18657128
2026-02-16,BRL,0.18678065
2026-02-17,BRL,0.18746856
2026-02-18,BRL,0.18678825
2026-02-19,BRL,0.1877255
2026-02-20,BRL,0.18796148
2026-02-21,BRL,0.18756394
2026-02-22,BRL,0.18753256
2026-02-23,BRL,0.18784667
2026-02-24,BRL,0.1878895
2026-02-25,BRL,0.18819318
2026-02-26,BRL,0.18767339
2026-02-27,BRL,0.18776874
2026-02-28,BRL,0.18697239
2026-03-01,BRL,0.18691
2026-03-02,BRL,0.18640315
2026-03-03,BRL,0.18599184
2026-03-04,BRL,0.18668155
2026-03-05,BRL,0.18729273
2026-03-06,BRL,0.18763499
2026-03-07,BRL,0.18702012
2026-03-08,BRL,0.1868426
2026-03-09,BRL,0.18752257
2026-03-10,BRL,0.1876023
2026-03-11,BRL,0.18890763
2026-03-12,BRL,0.18913053
2026-03-13,BRL,0.1892395
2026-03-14,BRL,0.18906401
2026-03-15,BRL,0.18913975
2026-03-16,BRL,0.18905324
2026-03-17,BRL,0.18945485
2026-03-18,BRL,0.18999861
2026-03-19,BRL,0.18955059
2026-03-20,BRL,0.18879359
2026-03-21,BRL,0.1877536
2026-03-22,BRL,0.18803973
2026-03-23,BRL,0.1874173
2026-03-24,BRL,0.18620683
2026-03-25,BRL,0.1864239
2026-03-26,BRL,0.18781816
2026-03-27,BRL,0.18781474
2026-03-28,BRL,0.18828718
2026-03-29,BRL,0.18833341
2026-03-30,BRL,0.18827753
2026-03-31,BRL,0.18879666
2026-04-01,BRL,0.18863225
2026-04-02,BRL,0.18878357
2026-04-03,BRL,0.18896576
2026-04-04,BRL,0.18858702
2026-04-05,BRL,0.18914828
2026-04-06,BRL,0.189049
2026-04-07,BRL,0.18862038
2026-04-08,BRL,0.18892397
2026-04-09,BRL,0.18841475
2026-04-10,BRL,0.18843067
2026-04-11,BRL,0.18842552
2026-04-12,BRL,0.18903935
2026-04-13,BRL,0.18930856
2026-04-14,BRL,0.18929435
2026-04-15,BRL,0.18975874
2026-04-16,BRL,0.19055015
2026-04-17,BRL,0.19086903
2026-04-18,BRL,0.19087496
2026-04-19,BRL,0.19012377
2026-04-20,BRL,0.18951626
2026-04-21,BRL,0.18934272
2026-04-22,BRL,0.1889965
2026-04-23,BRL,0.18889049
2026-04-24,BRL,0.18892259
2026-04-25,BRL,0.1892228
2026-04-26,BRL,0.18918278
2026-04-27,BRL,0.1894589
2026-04-28,BRL,0.18949554
2026-04-29,BRL,0.18837252
2026-04-30,BRL,0.18784168
2026-05-01,BRL,0.18776048
2026-05-02,BRL,0.18707909
2026-05-03,BRL,0.18741579
2026-05-04,BRL,0.18827645
2026-05-05,BRL,0.18896484
2026-05-06,BRL,0.18884384
2026-05-07,BRL,0.18968839
2026-05-08,BRL,0.18977299
2026-05-09,BRL,0.18958108
2026-05-10,BRL,0.18923221
2026-05-11,BRL,0.1890605
2026-05-12,BRL,0.18884033
2026-05-13,BRL,0.18893688
2026-05-14,BRL,0.18902789
2026-05-15,BRL,0.18902962
2026-05-16,BRL,0.1892774
